qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
LCCHNM_00145	MF	0016887	ATP hydrolysis activity	4.60075426134	0.616144836403	7	99
LCCHNM_00145	MF	0005524	ATP binding	3.05186602117	0.558358458166	15	99
LCCHNM_00145	BP	0006508	proteolysis	0.0437223880268	0.33506117349	16	1
LCCHNM_00145	MF	0046872	metal ion binding	2.47640699447	0.533195487309	26	99
LCCHNM_00145	MF	0008233	peptidase activity	0.0467868022258	0.336107133311	36	1
LCCHNM_00150	MF	0004089	carbonate dehydratase activity	10.6691833349	0.778977154222	1	100
LCCHNM_00150	MF	0008270	zinc ion binding	5.0736998122	0.631761180957	4	100
LCCHNM_00155	MF	0008233	peptidase activity	4.6275726909	0.617051244827	1	99
LCCHNM_00155	BP	0006508	proteolysis	1.49360025121	0.482153187743	1	34
LCCHNM_00155	CC	0016020	membrane	0.838393932506	0.437650715736	1	90
LCCHNM_00160	MF	0004749	ribose phosphate diphosphokinase activity	11.1884762894	0.790382090619	1	99
LCCHNM_00160	BP	0006015	5-phosphoribose 1-diphosphate biosynthetic process	10.6221992871	0.777931711171	1	99
LCCHNM_00160	CC	0005737	cytoplasm	1.52090762219	0.483768021251	1	99
LCCHNM_00160	BP	0009156	ribonucleoside monophosphate biosynthetic process	6.52998416089	0.675741665131	3	99
LCCHNM_00160	MF	0000287	magnesium ion binding	5.61232971296	0.648683970312	3	99
LCCHNM_00160	CC	0002189	ribose phosphate diphosphokinase complex	0.114163971304	0.353760407393	3	1
LCCHNM_00160	MF	0016301	kinase activity	4.29914810791	0.605763301525	4	99
LCCHNM_00160	MF	0005524	ATP binding	3.02155553494	0.557095673904	6	99
LCCHNM_00160	BP	0009165	nucleotide biosynthetic process	4.93673107091	0.627316333494	8	99
LCCHNM_00160	BP	0072522	purine-containing compound biosynthetic process	0.0542980669546	0.338534425036	29	1
LCCHNM_00160	BP	0006163	purine nucleotide metabolic process	0.0483182838877	0.336617022291	30	1
LCCHNM_00170	MF	0016787	hydrolase activity	1.84780810159	0.502076321068	1	77
LCCHNM_00170	CC	0016020	membrane	0.719115389125	0.427830575056	1	72
LCCHNM_00180	MF	0052795	exo-alpha-(2->6)-sialidase activity	2.06397611097	0.513302231308	1	4
LCCHNM_00180	CC	0016020	membrane	0.921007705043	0.444047200495	1	22
LCCHNM_00180	BP	0000724	double-strand break repair via homologous recombination	0.423676367455	0.399211299865	1	1
LCCHNM_00180	MF	0052794	exo-alpha-(2->3)-sialidase activity	2.0639308129	0.513299942199	2	4
LCCHNM_00180	CC	0030915	Smc5-Smc6 complex	0.57240921674	0.414555024523	2	1
LCCHNM_00180	MF	0052796	exo-alpha-(2->8)-sialidase activity	2.0639308129	0.513299942199	3	4
LCCHNM_00180	CC	0035861	site of double-strand break	0.53396815783	0.410802177312	4	1
LCCHNM_00180	MF	0003684	damaged DNA binding	0.39744888096	0.396239230143	9	1
LCCHNM_00180	MF	0003697	single-stranded DNA binding	0.39544008065	0.396007606682	10	1
LCCHNM_00180	MF	0005524	ATP binding	0.141651332203	0.359348336689	13	1
LCCHNM_00185	MF	0106409	cyclic-di-AMP phosphodiesterase activity	11.0204952073	0.786722345204	1	71
LCCHNM_00185	CC	0005886	plasma membrane	2.27170486686	0.523547994225	1	89
LCCHNM_00185	MF	0046872	metal ion binding	2.45194651187	0.532064215275	4	99
LCCHNM_00185	MF	0003676	nucleic acid binding	2.16542342519	0.518367285026	6	100
LCCHNM_00185	MF	0016787	hydrolase activity	1.98561074299	0.509303789601	7	88
LCCHNM_00190	MF	0019843	rRNA binding	6.14214682987	0.664554313994	1	99
LCCHNM_00190	CC	1990904	ribonucleoprotein complex	4.4305493741	0.61032959555	1	99
LCCHNM_00190	BP	0006412	translation	3.27016993446	0.567274034389	1	99
LCCHNM_00190	MF	0003735	structural constituent of ribosome	3.79027396799	0.58738444895	2	99
LCCHNM_00190	CC	0005840	ribosome	3.35530967565	0.570670163936	2	100
LCCHNM_00190	CC	0005829	cytosol	0.0363323229862	0.33237662947	13	1
LCCHNM_00195	CC	1990077	primosome complex	9.53118460257	0.752970394096	1	100
LCCHNM_00195	BP	0006269	DNA replication, synthesis of primer	9.39953525459	0.749863765095	1	100
LCCHNM_00195	MF	0003678	DNA helicase activity	7.75583805458	0.709071912895	1	100
LCCHNM_00195	BP	0032508	DNA duplex unwinding	7.30082097227	0.697030856027	2	100
LCCHNM_00195	MF	0016887	ATP hydrolysis activity	3.26629881111	0.567118574965	7	71
LCCHNM_00195	MF	0003677	DNA binding	3.20632686998	0.564698303173	8	100
LCCHNM_00195	MF	0005524	ATP binding	3.05186966744	0.558358609697	9	100
LCCHNM_00195	CC	0005829	cytosol	0.0362697439999	0.332352784011	12	1
LCCHNM_00200	BP	0006355	regulation of DNA-templated transcription	3.43540278597	0.573825870835	1	99
LCCHNM_00200	MF	0008233	peptidase activity	0.0930199814925	0.348984805415	1	2
LCCHNM_00200	MF	0005515	protein binding	0.0458148563822	0.335779196413	3	1
LCCHNM_00200	BP	0006508	proteolysis	0.0869274139625	0.347509977174	16	2
LCCHNM_00205	MF	0008745	N-acetylmuramoyl-L-alanine amidase activity	9.35825349438	0.748885133421	1	23
LCCHNM_00205	CC	0016020	membrane	0.0354592949963	0.332042087243	1	1
LCCHNM_00215	BP	0055085	transmembrane transport	2.72979834739	0.544600912358	1	100
LCCHNM_00215	CC	0005886	plasma membrane	2.5497800611	0.536555806525	1	100
LCCHNM_00220	BP	0009228	thiamine biosynthetic process	8.67427119242	0.732344719973	1	100
LCCHNM_00225	MF	0016887	ATP hydrolysis activity	4.55479634248	0.614585387652	1	99
LCCHNM_00225	MF	0005524	ATP binding	3.051841916	0.558357456403	7	100
LCCHNM_00230	BP	0046718	symbiont entry into host cell	7.06554186421	0.690657383327	1	99
LCCHNM_00230	MF	0003677	DNA binding	3.20631567315	0.564697849202	1	100
LCCHNM_00230	BP	0015074	DNA integration	6.95332781643	0.687580253456	3	100
LCCHNM_00230	BP	0006310	DNA recombination	5.67884071791	0.650716222177	8	100
LCCHNM_00235	MF	0003677	DNA binding	3.20482913191	0.56463757093	1	3
LCCHNM_00250	MF	0003677	DNA binding	3.20563385638	0.564670203715	1	15
LCCHNM_00275	CC	0016020	membrane	0.920715081759	0.444025061986	1	23
LCCHNM_00290	BP	0006260	DNA replication	5.9483716844	0.658832402015	1	98
LCCHNM_00290	MF	0016887	ATP hydrolysis activity	3.85199879577	0.589676919576	1	79
LCCHNM_00290	MF	0005524	ATP binding	3.05184415405	0.558357549412	7	99
LCCHNM_00290	MF	0004386	helicase activity	2.16181199829	0.518189036797	19	33
LCCHNM_00330	BP	0051262	protein tetramerization	11.4374950822	0.795757192513	1	3
LCCHNM_00330	MF	0051082	unfolded protein binding	7.74103144256	0.708685736809	1	3
LCCHNM_00330	BP	0015031	protein transport	5.4414338748	0.643406315323	4	3
LCCHNM_00335	BP	0006355	regulation of DNA-templated transcription	3.43547822712	0.573828825809	1	100
LCCHNM_00335	MF	0003677	DNA binding	3.20625801503	0.564695511464	1	100
LCCHNM_00335	MF	0005515	protein binding	0.0458527247628	0.335792038053	5	1
LCCHNM_00335	BP	0042981	regulation of apoptotic process	0.531315472872	0.410538298206	16	6
LCCHNM_00340	BP	0034605	cellular response to heat	9.46508359222	0.751413259237	1	97
LCCHNM_00340	MF	0016887	ATP hydrolysis activity	4.46285266761	0.611441750183	1	97
LCCHNM_00340	CC	0005737	cytoplasm	1.49011996022	0.481946322179	1	97
LCCHNM_00340	MF	0005524	ATP binding	3.05188458128	0.558359229484	7	100
LCCHNM_00340	BP	0006508	proteolysis	2.81112851867	0.548148423704	8	65
LCCHNM_00340	MF	0008233	peptidase activity	3.00815486001	0.556535361377	9	65
LCCHNM_00345	MF	0000309	nicotinamide-nucleotide adenylyltransferase activity	13.1007262854	0.830250317575	1	100
LCCHNM_00345	BP	0009435	NAD biosynthetic process	1.56298920853	0.486228411008	1	18
LCCHNM_00345	MF	0050262	ribosylnicotinamide kinase activity	3.63616640194	0.581578026753	5	25
LCCHNM_00345	MF	0000166	nucleotide binding	0.451628310506	0.402279187	10	18
LCCHNM_00350	MF	0034257	nicotinamide riboside transmembrane transporter activity	12.9151130657	0.826513994992	1	100
LCCHNM_00350	BP	0034258	nicotinamide riboside transport	12.5678177089	0.819450234065	1	100
LCCHNM_00350	CC	0005886	plasma membrane	2.54978248272	0.536555916626	1	100
LCCHNM_00355	MF	0016787	hydrolase activity	2.25366242221	0.52267718916	1	100
LCCHNM_00355	MF	0016779	nucleotidyltransferase activity	1.17131996751	0.46184638312	2	22
LCCHNM_00360	CC	0016020	membrane	0.920990903632	0.444045929474	1	95
LCCHNM_00360	MF	0016491	oxidoreductase activity	0.226303498758	0.373773625332	1	7
LCCHNM_00370	MF	0016787	hydrolase activity	2.25357897133	0.522673153383	1	49
LCCHNM_00375	MF	0017150	tRNA dihydrouridine synthase activity	10.7590908482	0.78097129109	1	99
LCCHNM_00375	BP	0002943	tRNA dihydrouridine synthesis	10.4152401079	0.77329889437	1	99
LCCHNM_00375	MF	0050660	flavin adenine dinucleotide binding	6.08839380471	0.662976220423	5	99
LCCHNM_00375	MF	0003723	RNA binding	3.34903299894	0.570421276299	9	99
LCCHNM_00380	MF	0051082	unfolded protein binding	7.75171815851	0.708964497581	1	98
LCCHNM_00380	BP	0006457	protein folding	6.54983705505	0.67630526991	1	98
LCCHNM_00380	CC	0005737	cytoplasm	1.53615729096	0.48466351189	1	98
LCCHNM_00380	MF	0044183	protein folding chaperone	0.0829121411622	0.346509568147	4	1
LCCHNM_00390	MF	0003677	DNA binding	3.19577247582	0.564270027042	1	1
LCCHNM_00395	MF	0004370	glycerol kinase activity	11.4976529815	0.797046907896	1	99
LCCHNM_00395	BP	0006072	glycerol-3-phosphate metabolic process	9.59724130816	0.754521100427	1	99
LCCHNM_00395	CC	0005829	cytosol	0.036150166603	0.332307162268	1	1
LCCHNM_00395	BP	0019563	glycerol catabolic process	9.55592433321	0.753551796202	2	94
LCCHNM_00395	MF	0005524	ATP binding	3.02136566882	0.557087743859	5	99
LCCHNM_00400	MF	0004369	glycerol-3-phosphate oxidase activity	16.7081274114	0.860679770977	1	95
LCCHNM_00400	BP	0006072	glycerol-3-phosphate metabolic process	9.69416482486	0.756786788979	1	100
LCCHNM_00400	CC	0016020	membrane	0.875035862305	0.44052494648	1	95
LCCHNM_00400	MF	0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	11.6341464301	0.799960713717	2	100
LCCHNM_00400	CC	0009331	glycerol-3-phosphate dehydrogenase (FAD) complex	0.115024519299	0.35394496463	2	1
LCCHNM_00400	BP	0006071	glycerol metabolic process	9.13686305226	0.743599588978	3	100
LCCHNM_00405	BP	0015791	polyol transmembrane transport	11.1705707097	0.789993302133	1	98
LCCHNM_00405	MF	0015267	channel activity	6.15430109541	0.664910183319	1	98
LCCHNM_00405	CC	0016020	membrane	0.921034112638	0.444049198197	1	98
LCCHNM_00405	CC	0071944	cell periphery	0.0495596167852	0.337024408472	3	2
LCCHNM_00405	MF	0015168	glycerol transmembrane transporter activity	0.136704521677	0.358385630281	6	1
LCCHNM_00405	BP	0034219	carbohydrate transmembrane transport	0.0793388731829	0.345598711922	9	1
LCCHNM_00410	BP	0070394	lipoteichoic acid metabolic process	13.8068829411	0.843610606858	1	99
LCCHNM_00410	MF	0016746	acyltransferase activity	5.03731960431	0.630586499736	1	99
LCCHNM_00410	CC	0005886	plasma membrane	2.54979582724	0.536556523345	1	99
LCCHNM_00410	BP	0019350	teichoic acid biosynthetic process	12.1214933257	0.810227376751	4	99
LCCHNM_00410	BP	0042121	alginic acid biosynthetic process	0.118562012144	0.354696476321	24	1
LCCHNM_00415	CC	0016020	membrane	0.920419639788	0.444002706659	1	2
LCCHNM_00420	MF	0047473	D-alanine [D-alanyl carrier protein] ligase activity	16.2770108857	0.858242874472	1	100
LCCHNM_00420	BP	0070394	lipoteichoic acid metabolic process	13.806929105	0.843610892047	1	100
LCCHNM_00420	CC	0005737	cytoplasm	1.53616873158	0.484664182033	1	100
LCCHNM_00420	CC	0016020	membrane	0.0274815311718	0.328770609069	3	3
LCCHNM_00420	BP	0019350	teichoic acid biosynthetic process	12.1215338544	0.810228221877	4	100
LCCHNM_00420	MF	0005524	ATP binding	3.05187446351	0.558358809011	5	100
LCCHNM_00425	BP	0070394	lipoteichoic acid metabolic process	13.8068996809	0.843610710272	1	99
LCCHNM_00425	MF	0016746	acyltransferase activity	5.03732571168	0.630586697293	1	99
LCCHNM_00425	CC	0005886	plasma membrane	2.54979891868	0.536556663899	1	99
LCCHNM_00425	BP	0019350	teichoic acid biosynthetic process	12.1215080221	0.810227683208	4	99
LCCHNM_00430	MF	0036370	D-alanyl carrier activity	16.2399484322	0.858031879762	1	99
LCCHNM_00430	BP	0070400	teichoic acid D-alanylation	15.8961113639	0.856062838162	1	99
LCCHNM_00430	CC	0005737	cytoplasm	1.52085886661	0.483765151046	1	99
LCCHNM_00430	BP	0070394	lipoteichoic acid metabolic process	13.669325588	0.841534181237	2	99
LCCHNM_00430	MF	0016874	ligase activity	4.13306369999	0.599890696516	4	86
LCCHNM_00430	MF	0005515	protein binding	0.046280501198	0.335936735713	6	1
LCCHNM_00430	BP	0071555	cell wall organization	6.50093980124	0.674915577559	9	99
LCCHNM_00435	BP	0070394	lipoteichoic acid metabolic process	13.6663407239	0.841475565889	1	99
LCCHNM_00435	CC	0005886	plasma membrane	2.52384109435	0.535373454792	1	99
LCCHNM_00435	BP	0019350	teichoic acid biosynthetic process	11.9981069282	0.807647878304	4	99
LCCHNM_00440	MF	0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	11.8867590153	0.805308645342	1	7
LCCHNM_00440	BP	0019305	dTDP-rhamnose biosynthetic process	8.31437911569	0.723379337287	1	5
LCCHNM_00440	CC	0005829	cytosol	2.77028285946	0.546373300837	1	5
LCCHNM_00440	BP	0045226	extracellular polysaccharide biosynthetic process	7.62915107832	0.705755728484	3	5
LCCHNM_00445	MF	0008107	galactoside 2-alpha-L-fucosyltransferase activity	13.8284653091	0.843743885007	1	12
LCCHNM_00445	BP	0005975	carbohydrate metabolic process	4.15481981291	0.600666606745	1	12
LCCHNM_00445	CC	0016020	membrane	0.920894812215	0.444038659968	1	12
LCCHNM_00450	MF	0008460	dTDP-glucose 4,6-dehydratase activity	11.6546196086	0.800396289469	1	98
LCCHNM_00450	BP	0009225	nucleotide-sugar metabolic process	7.71441089947	0.707990507662	1	98
LCCHNM_00455	MF	0016740	transferase activity	2.34422506609	0.527013721658	1	14
LCCHNM_00460	MF	0016740	transferase activity	2.34413869335	0.527009626057	1	12
LCCHNM_00465	CC	0016020	membrane	0.920083411162	0.443977260746	1	1
LCCHNM_00470	MF	0008409	5'-3' exonuclease activity	9.55100337597	0.753436210056	1	99
LCCHNM_00470	BP	0006261	DNA-templated DNA replication	7.03295140117	0.689766222498	1	99
LCCHNM_00470	MF	0003887	DNA-directed DNA polymerase activity	7.96349645229	0.714449575038	2	99
LCCHNM_00470	BP	0071897	DNA biosynthetic process	6.38142386188	0.671496693738	2	99
LCCHNM_00470	MF	0008408	3'-5' exonuclease activity	7.9138196302	0.713169553108	3	99
LCCHNM_00470	BP	0006281	DNA repair	5.17777408436	0.635098574651	4	99
LCCHNM_00470	MF	0003677	DNA binding	3.17439534701	0.563400413755	12	99
LCCHNM_00475	MF	0005515	protein binding	4.55852357088	0.614712152642	1	1
LCCHNM_00480	CC	0005886	plasma membrane	2.54979027717	0.536556271007	1	100
LCCHNM_00485	MF	0008483	transaminase activity	7.02377785755	0.689515006882	1	100
LCCHNM_00485	BP	0009058	biosynthetic process	1.48559395789	0.481676938718	1	100
LCCHNM_00485	MF	0030170	pyridoxal phosphate binding	6.53748715101	0.67595476846	3	100
LCCHNM_00485	BP	0006520	amino acid metabolic process	0.0398740808987	0.333694255337	3	1
LCCHNM_00490	BP	0006310	DNA recombination	5.67881958583	0.650715578379	1	100
LCCHNM_00490	CC	0043590	bacterial nucleoid	0.103301626415	0.351368108187	1	1
LCCHNM_00490	BP	0006281	DNA repair	5.2298200464	0.636754973206	2	100
LCCHNM_00495	MF	0043811	phosphate:acyl-[acyl carrier protein] acyltransferase activity	12.1994005474	0.811849336703	1	99
LCCHNM_00495	BP	0006633	fatty acid biosynthetic process	6.89871043046	0.686073554345	1	99
LCCHNM_00495	CC	0005737	cytoplasm	1.52084220786	0.483764170347	1	99
LCCHNM_00495	BP	0008654	phospholipid biosynthetic process	6.23180179983	0.667171139014	3	99
LCCHNM_00500	MF	0000036	acyl carrier activity	11.3208268324	0.793246256705	1	99
LCCHNM_00500	BP	0006633	fatty acid biosynthetic process	6.96783206254	0.687979378636	1	99
LCCHNM_00500	CC	0005737	cytoplasm	1.53608028701	0.484659001259	1	99
LCCHNM_00500	MF	0000035	acyl binding	0.121217634899	0.355253301033	7	1
LCCHNM_00500	BP	0009245	lipid A biosynthetic process	0.0874250010371	0.347632328074	21	1
LCCHNM_00510	MF	0043214	ABC-type bacteriocin transporter activity	16.076515349	0.857098578741	1	98
LCCHNM_00510	BP	0043213	bacteriocin transport	11.9480536054	0.806597690854	1	98
LCCHNM_00510	CC	0016020	membrane	0.902688576024	0.442654410425	1	98
LCCHNM_00510	BP	0006508	proteolysis	4.2383308664	0.603626243728	4	98
LCCHNM_00510	CC	0071944	cell periphery	0.0242326563363	0.327303054281	4	1
LCCHNM_00510	BP	0055085	transmembrane transport	2.67542000909	0.542199446459	5	98
LCCHNM_00510	MF	0008234	cysteine-type peptidase activity	7.77843339098	0.709660519458	6	98
LCCHNM_00510	MF	0016887	ATP hydrolysis activity	4.50907547959	0.613026156366	11	98
LCCHNM_00510	BP	0030420	establishment of competence for transformation	0.117259419119	0.35442107223	15	1
LCCHNM_00510	BP	0006869	lipid transport	0.074819409652	0.344416754732	18	1
LCCHNM_00510	MF	0005524	ATP binding	3.05188212396	0.558359127363	21	100
LCCHNM_00510	MF	0034040	ATPase-coupled lipid transmembrane transporter activity	0.103485871896	0.35140970752	39	1
LCCHNM_00515	CC	0016020	membrane	0.921042535113	0.444049835341	1	96
LCCHNM_00515	BP	0030420	establishment of competence for transformation	0.121647491732	0.355342856694	1	1
LCCHNM_00515	CC	0071944	cell periphery	0.0251394888653	0.327722094808	4	1
LCCHNM_00520	MF	0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	11.637228466	0.800026309858	1	100
LCCHNM_00520	BP	0009236	cobalamin biosynthetic process	8.35209870066	0.724327967359	1	100
LCCHNM_00520	CC	0016020	membrane	0.0091737408305	0.318607204783	1	1
LCCHNM_00520	BP	0006189	'de novo' IMP biosynthetic process	7.90323386059	0.712896270944	3	100
LCCHNM_00520	MF	0005524	ATP binding	3.05184169222	0.558357447103	5	100
LCCHNM_00525	MF	0004642	phosphoribosylformylglycinamidine synthase activity	10.0920535092	0.765971251886	1	94
LCCHNM_00525	BP	0006164	purine nucleotide biosynthetic process	5.27304769585	0.638124467449	1	96
LCCHNM_00525	MF	0046872	metal ion binding	2.37753056067	0.528587409007	5	96
LCCHNM_00525	MF	0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	0.116617682752	0.354284829032	11	1
LCCHNM_00525	MF	0016740	transferase activity	0.093867013307	0.349185975276	12	4
LCCHNM_00525	BP	0006541	glutamine metabolic process	0.288690084823	0.382715797156	24	4
LCCHNM_00530	MF	0004044	amidophosphoribosyltransferase activity	11.4174042907	0.79532571412	1	98
LCCHNM_00530	BP	0009113	purine nucleobase biosynthetic process	9.09302138653	0.742545330697	1	98
LCCHNM_00530	BP	0006189	'de novo' IMP biosynthetic process	7.74618398842	0.708820163906	3	98
LCCHNM_00530	MF	0000287	magnesium ion binding	5.5559403329	0.646951533636	3	98
LCCHNM_00530	BP	0006541	glutamine metabolic process	7.06681100995	0.690692045508	8	98
LCCHNM_00535	MF	0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	11.6550786642	0.800406051689	1	100
LCCHNM_00535	BP	0006189	'de novo' IMP biosynthetic process	7.90328030954	0.712897470469	1	100
