qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
JBDJKK_00050	551.243143479	64.9154798333	100	67885	0.812250126082	0.00330729933711	2.08648078297e-09	beta-lactamase	
JBDJKK_00055	713.008873439	62.82320899	96	37774	1.21602732827	0.64306333258	1.06312400252e-05	tRNA(Ile)-lysidine synthase	TILS
JBDJKK_00055	235.319023697	0.603428264462	1	32	0.688062815877	0.00742490972626	2.12154492175e-07	PP family ATPase	TILS
JBDJKK_00055	59.6652223069	1.87431792645	3	4795	0.622145298951	0.0156211328595	4.806231845e-07	tRNA(Ile)-lysidine synthetase	TILS
JBDJKK_00060	741.018202554	76.6712087507	99	37326	0.975131371703	0.167396380048	0.000200462807027	Hypoxanthine phosphoribosyltransferase	HPT
JBDJKK_00060	481.97100612	0.816170874912	1	5	0.785430189105	0.00498450220865	2.43044394083e-08	Hypoxanthine-guanine phosphoribosyl transferase	HPT
JBDJKK_00065	571.295751053	74.2290645934	100	64054	0.870484326597	0.0980468771997	5.90630085907e-05	ATP-dependent zinc metalloprotease FtsH	FTSH
JBDJKK_00175	390.846399864	18.3847555389	24	32913	1.00073130776	0.47998011286	0.000164399905436	Cell shape-determining protein MreC	MREC
JBDJKK_00180	293.698014841	10.2253744122	14	33963	0.954786712953	0.466613720596	0.000111755054299	Rod shape-determining protein MreD	MRED
JBDJKK_00185	4881.86061755	3.54207709846	6	10	2.58052423284	0.0712829092278	2.19642156112e-06	Cell segregation protein	
JBDJKK_00185	1639.58182452	1.18961358859	2	6	1.26049009175	0.0276547230733	1.79356064137e-05	Cell separation protein (Fragment)	
JBDJKK_00185	656.569988891	2.38191814731	3	250	0.901697471625	0.092583884811	8.55935652083e-07	Glucan binding protein	
JBDJKK_00185	569.12104778	0.761409189839	1	34	0.840004470273	0.0421812278192	2.08612754776e-08	Glucan-binding protein B	
JBDJKK_00185	306.312546498	6.82578566016	10	9431	0.818271689379	0.199515260708	0.000179130239458	CHAP domain-containing protein	
JBDJKK_00185	86.9641444787	1.44323767977	2	5229	0.649974911388	0.0475268891716	1.16768567367e-07	Peptidoglycan hydrolase	
JBDJKK_00190	753.231851129	79.6920832748	100	36890	1.0804562719	0.356898922404	0.000355128760734	Ribose-phosphate pyrophosphokinase	PRS
JBDJKK_00195	383.033212898	76.547529947	99	139844	0.901681119265	0.29899473059	3.1344651459e-05	Aminotransferase	
JBDJKK_00195	67.3804313114	0.738738596718	1	421	0.621922397002	0.0093777796262	6.37835716797e-08	Aromatic-amino-acid transaminase	
JBDJKK_00200	734.293529953	72.5641725609	100	38701	0.937092319005	0.100704174802	8.47189414994e-05	DNA repair protein RecO	RECO
JBDJKK_00205	842.365610203	75.2672056253	100	29475	1.02273972146	0.180741880782	1.402832643e-05	Phosphate acyltransferase	PLSX
JBDJKK_00210	148.976008279	7.78069853208	10	94342	0.89042193268	0.454398987621	3.29648376725e-06	Acyl carrier protein	ACPP
JBDJKK_00215	681.003442317	78.9493319067	100	45141	1.07318116127	0.39769744707	6.87003921891e-06	Phosphoribosylaminoimidazole-succinocarboxamide synthase	PURC
JBDJKK_00220	1380.2165264	2.39054942854	3	4	1.19878430741	0.106939692873	0.000982981432844	Phosphoribosyl formyl glycinamidine synthase	PURL
JBDJKK_00220	929.802402102	76.1248731418	96	22342	1.1326674653	0.322158657613	0.000120796237571	Phosphoribosylformylglycinamidine synthase	PURL
JBDJKK_00220	0	0.7771206721	1	1	0.664398359496	0.140361213128	0.000345826883875	Putative phosphoribosylformylglycinamidine synthe tase	PURL
JBDJKK_00225	644.591523421	79.3458130003	100	50425	1.08340574159	0.44443994313	0.000798117916764	Amidophosphoribosyltransferase	PURF
JBDJKK_00230	717.122527799	81.5167427091	100	40728	1.10829315738	0.436675087855	0.000317484904869	Phosphoribosylformylglycinamidine cyclo-ligase	PURM
JBDJKK_00235	758.496251048	77.622546779	100	36417	1.01022329785	0.220413913162	0.000271172763819	Phosphoribosylglycinamide formyltransferase	PURN
JBDJKK_00245	786.058572081	79.8211985179	99	33234	0.969035654402	0.121905715812	0.000109809439379	Bifunctional purine biosynthesis protein PurH	PURH
JBDJKK_00245	34.655460241	0.812750542865	1	1770	0.626447440566	0.0426134457029	6.5123339241e-06	Bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	PURH
JBDJKK_00250	2914.06443731	2.40065776111	3	5	1.77196221542	0.0308234627863	2.61075877641e-07	Cell wall protein, choline binding protein	
JBDJKK_00250	448.095021717	11.716035542	15	10072	0.898098611935	0.243121360362	0.000314112816394	CHAP domain-containing protein	
JBDJKK_00250	102.260813429	1.57500187399	2	3494	0.680355806257	0.0933046655533	4.07116838668e-07	Cell wall-binding protein	
JBDJKK_00250	137.606894231	0.783803915848	1	478	0.645042757692	0.0	0.0	Choline-binding protein	
JBDJKK_00250	19.8520584058	1.59521763378	2	94217	0.604035860439	0.0115000671901	7.32959878018e-08	N-acetylmuramoyl-L-alanine amidase	
JBDJKK_00255	704.141405671	80.2998065651	100	42263	1.08031586134	0.393696271464	1.37597439784e-05	Phosphoribosylamine--glycine ligase	PURD
JBDJKK_00260	741.58429944	81.5210485743	100	38109	1.00286260873	0.21929494295	0.000128459460418	N5-carboxyaminoimidazole ribonucleotide mutase	PURE
JBDJKK_00265	886.868332508	79.3256567253	100	26640	1.04437248104	0.187968645618	8.82927253372e-05	N5-carboxyaminoimidazole ribonucleotide synthase	PURK
JBDJKK_00270	934.533058116	25.8954105493	33	3720	1.19939636078	0.444459360448	0.000983824657972	Ketopantoate reductase PanE/ApbA	
JBDJKK_00270	212.511657456	0.796142908652	1	68	0.682501060627	0.014144145747	1.99292057463e-08	NADP oxidoreductase coenzyme F420-dependent family protein	
JBDJKK_00270	211.808812348	28.247787964	36	86075	0.674723524939	0.0	0.0	2-dehydropantoate 2-reductase	
JBDJKK_00275	2263.29108519	74.7919073884	98	4008	1.62449107276	0.243715712171	0.00026556183617	Phosphoribosylaminoimidazole carboxylase	
JBDJKK_00285	1.71966840583e-07	0.651094578674	1	86964	1.11847588012	0.997123957435	9.13067008621e-06	FHA domain-containing protein	
JBDJKK_00290	663.029517601	81.1803219614	100	47666	0.981404054056	0.238093953275	0.000122588995764	Adenylosuccinate lyase	PURB
JBDJKK_00300	114.805391945	2.32768857379	3	47666	0.638941780237	0.00569739943226	8.80037227233e-08	Adenylosuccinate lyase	
JBDJKK_00305	619.268065126	78.5329588067	99	53434	1.06765689852	0.43386674005	1.50120708261e-05	Arginine--tRNA ligase	ARGS
JBDJKK_00305	38.1706284908	0.824118116092	1	1547	0.610328480128	0.00954760099742	1.01757825837e-08	Arginyl-tRNA synthetase	ARGS
JBDJKK_00310	497.520977212	16.854608451	21	17772	1.04194223575	0.477232759369	2.41198495637e-05	Arginine repressor	ARGR
JBDJKK_00315	698.284659091	9.76969985154	12	4454	1.07503250223	0.388132006544	0.000433756108464	YlbF family regulator	
JBDJKK_00315	387.804503525	0.792400747745	1	95	0.763338776603	0.0343657859331	0.000155432437793	RicAFT regulatory complex protein RicA family protein	
JBDJKK_00315	93.0033193004	0.792294776227	1	1651	0.630989245584	0.0071470147616	2.03012393235e-09	Putative membrane protein (Fragment)	
JBDJKK_00320	589.291177525	77.2977356448	100	60204	0.872538138653	0.0883411118682	4.39176244484e-05	DNA mismatch repair protein MutS	MUTS
JBDJKK_00325	186.54762408	0.813518841171	1	1255	0.785700100196	0.228454733034	2.10281710997e-06	Putative membrane spanning protein	
JBDJKK_00325	201.587957865	0.797570282373	1	1033	0.719307404193	0.091834138896	6.37162862913e-06	Gram-positive signal peptide protein, YSIRK family	
JBDJKK_00325	42.7873555326	2.37392044854	3	202685	0.707191614429	0.188823878572	8.28627252168e-07	Integral membrane protein	
JBDJKK_00330	89.5094259593	26.0696282742	39	629393	0.72596932962	0.188988547595	8.14505215962e-05	LytTR family transcriptional regulator	
JBDJKK_00330	239.658213153	1.52662038293	2	303	0.700536478201	0.0276831375745	5.65012538749e-05	Hisitidine kinase	
JBDJKK_00330	137.073867247	3.89327507554	6	6021	0.660340788726	0.0292664862956	2.04506052849e-07	HTH LytTR-type domain-containing protein	
JBDJKK_00330	22.6617014245	6.67869210462	10	626889	0.646845608515	0.0901526740864	5.3397751793e-07	Response regulator transcription factor	
JBDJKK_00330	3.42206230223	1.58709559662	2	1179591	0.606611463335	0.028759694279	2.23236738227e-08	Histidine kinase	
JBDJKK_00330	7.53869419959	1.28193241538	2	202962	0.59301547768	0.0	0.0	DNA-binding protein	
JBDJKK_00335	1.47224911471e-09	0.795379098115	1	8045	0.722197214111	0.249428702011	1.02214819974e-07	Membrane associated protein	
JBDJKK_00340	686.050804503	76.7292009477	100	44441	0.924410210849	0.113185212537	8.63201490301e-05	DNA mismatch repair protein MutL	MUTL
JBDJKK_00350	723.435646103	76.1739050358	100	39971	0.904868577352	0.0481008594589	4.31698938642e-05	Holliday junction branch migration complex subunit RuvA	RUVA
JBDJKK_00355	514.058602543	33.168142764	46	36194	1.0109695115	0.406311458434	4.98758164131e-05	DNA-3-methyladenine glycosylase I	TAG
JBDJKK_00360	2012.33804697	73.9109754728	99	5064	1.59258090746	0.372909614613	0.000179646390565	Putative competence-damage inducible protein	CINA
JBDJKK_00360	17.0992785476	0.703116101838	1	6307	0.597828391268	0.00186543365122	7.14246088916e-10	Competence/damage-inducible protein A	CINA
JBDJKK_00365	2.86371147142e-11	0.845863717737	1	1122	0.854816319849	0.499653403577	7.97643969465e-07	Recombinase A	
JBDJKK_00370	2639.85200757	56.0008226081	71	1520	1.69253917151	0.0879169492929	0.000119268057591	Transcriptional regulator Spx	SPXA
JBDJKK_00370	2002.02652433	3.92764500926	5	13	1.44779161285	0.107460427058	0.00134883862392	Transcriptional regulator SpxA2	SPXA
JBDJKK_00370	941.458891968	1.61991622185	2	6	1.04487861205	0.147726434368	2.25218751459e-06	Transcriptional regulator, ArsC family	SPXA
JBDJKK_00370	13.316639032	6.31695854576	8	700698	0.669682286918	0.140293578175	1.74362239659e-06	ArsR family transcriptional regulator	SPXA
JBDJKK_00370	95.6573847206	9.63294526035	12	34168	0.638410392478	0.0191460255028	2.25366107266e-06	Arsenate reductase	SPXA
JBDJKK_00370	0	0.847557758336	1	1	0.610022764293	0.037778786675	3.67744041489e-07	Regulatory protein SpxA-like	SPXA
JBDJKK_00455	1547.73701115	74.6756035665	100	8729	1.27287342048	0.120336788308	5.91077765693e-06	DNA polymerase III PolC-type	POLC
JBDJKK_00460	541.793307401	73.2152909328	95	67089	0.93090554671	0.234218846977	0.00261174255966	Aminopeptidase	PEPS
JBDJKK_00460	67.0521339514	0.751967085336	1	462	0.617384734895	0.00106391564583	3.0112790137e-07	Thermophilic metalloprotease (M29)	PEPS
JBDJKK_00465	3.84443309757e-10	0.678644024438	1	4111	0.853968891864	0.498054474708	1.01342765891e-06	Transglycosylase associated protein	
JBDJKK_00470	135.226215547	19.0251936871	25	254679	0.812057060981	0.316917656586	1.08385897327e-05	MarR family transcriptional regulator	MHQR
JBDJKK_00470	304.855738617	2.28360531335	3	723	0.797211526166	0.160883731108	4.26616265554e-05	HTH-type transcriptional regulator MhqR	MHQR
JBDJKK_00480	2763.30417069	4.53202157206	6	7	1.72689262833	0.0595618069473	0.000160118685741	NADH oxidase/alkyl hydroperoxidase reductase	AHPF
JBDJKK_00480	980.844570299	1.60865935193	2	4	1.01173644742	0.0554690549791	1.00794166819e-06	Peroxiredoxin reductase (NAD(P)H)	AHPF
JBDJKK_00480	956.599089307	47.1838583156	63	9044	0.997097188176	0.0461456194355	1.87076405389e-05	Alkyl hydroperoxide reductase subunit F	AHPF
JBDJKK_00480	221.628808193	20.509286528	27	31806	0.706201027669	0.0519801645922	8.57879587416e-07	NADH dehydrogenase	AHPF
JBDJKK_00480	0	0.800072753988	1	1	0.611230894692	0.0400579362216	9.424721641e-06	Peroxiredoxin reductase AhpF subunit	AHPF
JBDJKK_00485	1137.86145353	77.6095367965	100	16151	1.08733410432	0.0796007300202	5.67997296364e-05	Alkyl hydroperoxide reductase C	AHPC
JBDJKK_00490	670.497337006	78.5508599944	98	44704	0.919720760876	0.116076570029	6.21979109034e-05	Small ribosomal subunit protein uS2	RPSB
JBDJKK_00490	69.71833025	1.61696485296	2	1751	0.633258141947	0.0290014982364	7.89075364427e-07	30S ribosomal protein S2	RPSB
JBDJKK_00495	716.982081746	80.0880660888	100	40757	0.949797332219	0.137740382702	0.000104834443045	Elongation factor Ts	TSF
JBDJKK_00500	2021.79757712	69.4172831816	92	4669	1.47005745582	0.134600168683	1.67784568132e-05	Small multidrug export protein	
JBDJKK_00500	13.2395708815	0.679379349925	1	10324	0.595336097605	7.59797201747e-05	2.15821924881e-11	Predicted membrane protein	
JBDJKK_00505	2469.65482576	74.0291555185	100	3428	1.63360839412	0.105151106215	0.000818876110965	Transcriptional regulator CtsR	CTSR
JBDJKK_00510	463.408035757	50.9499974702	69	46381	0.807897145337	0.0613843898209	1.0221433869e-05	ATP-dependent Clp protease ATP-binding subunit	CLPC
JBDJKK_00510	493.407245299	0.796393218315	1	8	0.791807042555	0.00838236993294	7.44185405203e-05	Class III stress response-related ATPase, AAA+ superfamily Maxwell's demon	CLPC
JBDJKK_00510	442.673680231	7.39813329499	10	1072	0.781270866043	0.0267945709473	1.35674037552e-05	Negative regulator of genetic competence	CLPC
JBDJKK_00510	89.8025709809	8.17977590415	11	31765	0.6310108617	0.00960340607761	1.40430316437e-06	Chaperone protein ClpB	CLPC
JBDJKK_00510	93.7830341597	3.03674760791	4	4021	0.630623710818	0.00586883398563	7.57100459727e-07	ATPase family associated with various cellular activities (AAA)	CLPC
JBDJKK_00510	27.8620797063	3.05804924355	4	45767	0.603845368915	0.00509535165052	3.28724411541e-08	AAA domain-containing protein	CLPC
JBDJKK_00515	428.565897418	26.4715512441	36	39833	1.24177215858	0.906309823194	7.96662506836e-05	serine-type D-Ala-D-Ala carboxypeptidase	
JBDJKK_00515	0	0.681154365436	1	1	0.599606603817	0.0181256364882	8.23892567648e-07	D-alanyl-D-alanine carboxypeptidase, truncated	
JBDJKK_00520	668.429071027	56.3498280949	82	37897	1.35122884009	0.931799019565	0.00018656548098	serine-type D-Ala-D-Ala carboxypeptidase	
JBDJKK_00525	707.46557167	76.9422380716	100	41804	0.962215577212	0.168349538442	0.000204658500795	Polyribonucleotide nucleotidyltransferase	PNP
JBDJKK_00530	710.537534944	15.388446245	23	9126	1.25271052817	0.714110875193	0.000837517216326	SseB protein N-terminal domain-containing protein	
JBDJKK_00530	260.961772994	0.631673237832	1	114	0.714196792441	0.0373812474184	1.10556155857e-06	Polynucleotide phosphorylase/polyadenylase	
JBDJKK_00535	406.639988846	77.0474341789	100	126546	0.841884945205	0.1683561785	8.7531009273e-06	Serine acetyltransferase	CYSE
JBDJKK_00545	597.027359849	76.0053134314	99	57483	1.07276080908	0.460282163436	1.59260616214e-05	Cysteine--tRNA ligase	CYSS
JBDJKK_00545	38.2044248012	0.808851802539	1	1588	0.610414474469	0.00968434781499	1.03215266177e-08	Cysteinyl-tRNA synthetase	CYSS
JBDJKK_00550	1711.17190505	72.7507511489	99	7010	1.48960641205	0.405919824898	7.14185654657e-06	Mini-ribonuclease 3	MRNC
JBDJKK_00550	290.552603598	0.707572656758	1	23	0.7112049663	0.00940363151757	7.80636275018e-09	Ribonuclease III domain protein	MRNC
JBDJKK_00565	571.455695617	48.2599291378	62	24640	0.876335283936	0.108964810287	8.28118530611e-05	23S rRNA (Guanosine(2251)-2'-O)-methyltransferase RlmB	RLMB
JBDJKK_00565	324.279356159	18.5616980987	24	11318	0.739357551585	0.0370665821029	2.60303287573e-05	RNA methyltransferase, TrmH family, group 3	RLMB
JBDJKK_00565	116.754963188	2.39706291692	3	1456	0.661022192791	0.0458868584684	8.62635646455e-06	SpoU rRNA methylase family protein	RLMB
JBDJKK_00565	63.3860158787	8.63022632372	11	63731	0.642302239371	0.0508447980525	4.50260509275e-06	RNA methyltransferase	RLMB
JBDJKK_00570	1050.67941668	2.8744410927	4	36	1.03069761509	0.0385393248967	3.11348207083e-07	Putative RNA-binding protein containing a PIN domain protein	
JBDJKK_00570	405.768335989	37.0593431963	50	40105	0.895991300671	0.271091217657	0.000281045862092	NYN domain-containing protein	
JBDJKK_00570	87.1020077637	17.9403614163	24	202962	0.624840803105	0.0	0.0	DNA-binding protein	
JBDJKK_00570	5.90318964472	0.730789018265	1	69851	0.600353649272	0.0150799464498	8.97867049101e-08	Cytoplasmic protein	
JBDJKK_00575	837.584266192	31.8608989073	44	11624	0.978848520636	0.101532467039	0.000130331428706	Fatty acid-binding protein DegV	
JBDJKK_00575	473.120863735	4.20966736043	6	636	0.861923317362	0.155990189154	8.58081290301e-06	Fatty acid-binding protein	
JBDJKK_00580	1.47224911471e-09	0.734651194308	1	8045	0.854510713101	0.499076809453	2.04519551361e-07	Membrane associated protein	
JBDJKK_00585	132.574136488	59.8471478777	82	867287	0.893498313913	0.472582149663	5.99981640317e-06	Transcriptional regulator	
JBDJKK_00585	17.9168737243	0.805646524306	1	8591	0.663921683532	0.12595263982	1.74690596658e-06	Transcriptional regulator, XRE family	
JBDJKK_00585	63.5591737537	2.90316007449	4	8908	0.615423669501	0.0	0.0	DNA-binding helix-turn-helix protein	
JBDJKK_00585	20.1702659081	3.51379232914	5	126919	0.612192877322	0.0266505053868	1.55188589207e-07	HTH cro/C1-type domain-containing protein	
JBDJKK_00590	695.270314707	80.478004797	98	41618	0.922579501124	0.10277386822	6.12541969426e-05	Large ribosomal subunit protein uL13	RPLM
JBDJKK_00590	53.7103158792	1.63241131688	2	2866	0.634561760043	0.0435426612223	1.16216271823e-06	50S ribosomal protein L13	RPLM
JBDJKK_00595	730.761993893	80.620629962	99	38450	0.923346093431	0.0774345030702	5.04623165223e-05	Small ribosomal subunit protein uS9	RPSI
JBDJKK_00595	21.5363335246	0.795221576553	1	4290	0.603633965554	0.00947061814863	2.26275671411e-07	30S ribosomal protein S9	RPSI
JBDJKK_00605	530.192298664	26.6670015022	41	29603	0.910566222261	0.204692881287	0.000103785656986	Mutator family transposase	
JBDJKK_00605	0	0.688839179484	1	1	0.601396470443	0.0215027441906	8.01084986539e-07	IS256 family truncated transposase	
JBDJKK_00610	2.67766720897e-07	0.751050653041	1	108522	1.11775519834	0.995764506565	4.87729433529e-07	Peptidase	
JBDJKK_00615	1169.82757744	1.96694792469	3	15	1.05937012673	0.00271527371908	3.41191911607e-08	Surface protein cell wall anchor	SRTB
JBDJKK_00615	973.113481008	54.8460432805	79	16853	1.05294081532	0.139025484074	0.000595817975975	Class B sortase	SRTB
JBDJKK_00620	2048.90173003	6.3075501619	9	54	1.43101309758	0.0404762080662	7.64530244835e-07	Enzyme of poly-gamma-glutamate biosynthesis	CAPA
JBDJKK_00620	812.037531355	29.9764892956	43	7764	0.94084920223	0.0491195266055	4.20293355318e-05	Capsule biosynthesis protein CapA	CAPA
JBDJKK_00620	490.317883052	16.1177328345	23	6156	0.811963244144	0.0487459334518	3.73096994805e-05	Metallophosphatase	CAPA
JBDJKK_00635	340.539760308	45.822885224	64	73905	0.779879849629	0.101251968925	2.00987628789e-05	Phosphoglycerate mutase	
JBDJKK_00635	197.376608341	25.6918795201	36	69106	0.696224846346	0.0514607237721	9.70521266942e-07	Histidine phosphatase family protein	
JBDJKK_00640	490.928295132	62.7312671319	93	75526	1.18592290513	0.753865153728	0.00015278015705	D-alanyl-D-alanine carboxypeptidase	
JBDJKK_00640	917.003039826	1.34803578766	2	3	0.95680121593	0.0	0.0	Putative D,D-carboxypeptidase	
JBDJKK_00640	690.996850546	1.43655613302	2	20	0.880438630261	0.0264895495021	2.14403476342e-05	D-alanyl-D-alanine metallocarboxypeptidase	
JBDJKK_00640	39.5699307317	1.17841419823	2	4095	0.610929405217	0.0096252732236	1.90581527223e-06	Peptidase M15B domain-containing protein	
JBDJKK_00645	935.406268032	0.782575970376	1	10	0.964162507213	0.0	0.0	Putative N-acetyl-muramidase	
JBDJKK_00645	474.336069462	11.7859919365	15	8820	0.945071464064	0.31195648423	4.98188773695e-06	Peptidoglycan hydrolase	
JBDJKK_00645	589.645709843	2.33477156446	3	224	0.872046467301	0.0871082276976	0.00104113419559	Exo-glucosaminidase LytG	
JBDJKK_00645	267.624230285	3.08881960877	4	1903	0.758301849501	0.115566598416	9.30113468134e-05	Glucosaminidase domain-containing protein	
JBDJKK_00645	9.38709262418	0.770552285667	1	94217	0.609313308564	0.0293556031012	9.35493632885e-08	N-acetylmuramoyl-L-alanine amidase	
JBDJKK_00650	892.245519869	75.1872158597	100	26262	1.03130724766	0.159254810939	0.00019949559985	Heat-inducible transcription repressor HrcA	HRCA
JBDJKK_00655	290.351983442	1.59352109979	2	4970	0.7070208574	0.00166049733488	2.17760815415e-08	Nucleotide exchange factor GrpE	GRPE
JBDJKK_00660	665.642712574	80.9966564402	100	47273	0.983054597781	0.239233473658	0.000188585598326	Chaperone protein DnaK	DNAK
JBDJKK_00665	532.021673409	77.1985880169	99	73200	0.917939033068	0.217224376162	7.22169396982e-05	Chaperone protein DnaJ	DNAJ
JBDJKK_00670	685.137423828	71.3282034164	98	42753	0.962799264347	0.186309318423	1.78025829634e-05	tRNA pseudouridine synthase A	TRUA
JBDJKK_00670	110.787019037	1.31061642539	2	552	0.693876437638	0.112380307	3.36563732142e-06	tRNA pseudouridine(38-40) synthase TruA	TRUA
JBDJKK_00675	863.940774365	71.3933965065	100	28010	1.14509270889	0.395313728682	6.14707710162e-06	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	
JBDJKK_00680	1522.14046678	8.65190841467	13	247	1.25119692813	0.0987279172698	0.000747263317798	Thiamine transporter HmpT	HMPT
JBDJKK_00680	401.867044366	22.551397528	33	24068	0.83258966617	0.154418410979	5.45302230713e-05	ECF transporter S component	HMPT
JBDJKK_00680	51.9566867853	8.49478627601	13	202685	0.637891262583	0.0511482400731	1.03151643431e-06	Integral membrane protein	HMPT
JBDJKK_00680	58.4949586646	0.749697124845	1	1255	0.632645263144	0.0363156121957	2.60719251528e-07	Putative membrane spanning protein	HMPT
JBDJKK_00775	565.859077348	0.82790958089	1	6	0.819091348266	0.00516488219345	0.000516488219345	Transposase, ISSmu2	
JBDJKK_00775	155.886386551	54.9082708779	71	577802	0.730529661497	0.147499455908	1.97622496391e-05	Transposase	
JBDJKK_00775	26.2105996301	2.26600843264	3	34627	0.604200541998	0.0070118849166	1.56990975507e-07	Mobile element protein	
JBDJKK_00785	3786.83413	2.00472689431	3	3	2.14759672708	0.0808337868863	0.00105840172106	ComX1 Alternate Sigma Factor	
JBDJKK_00785	563.43515905	1.13189529209	2	144	0.867652426308	0.0986365257214	5.02027933894e-05	Competence-specific sigma factor ComX	
JBDJKK_00785	377.030712877	0.571564286503	1	82	0.749406406352	0.0162153031924	5.25478425954e-07	Competence-specific global transcription modulator	
JBDJKK_00785	84.7045051295	5.25071247632	8	136893	0.70987376628	0.162247287544	4.50914970005e-05	Competence-specific sigma factor Comn	
JBDJKK_00790	229.939841359	17.0753220418	22	76842	0.806854081892	0.235618488731	1.73160615862e-05	Mechanosensitive ion channel	
JBDJKK_00790	418.077809981	2.31112307318	3	426	0.772881525941	0.029526400128	7.04940189852e-05	Putative MscS family protein YkuT	
JBDJKK_00795	716.79106304	77.2459523085	100	40732	1.00349598758	0.239196884061	0.000260690696508	Trigger factor	TIG
JBDJKK_00800	2285.06692036	73.1039435377	100	3996	1.55578437276	0.0976555122266	9.1568363627e-06	Probable DNA-directed RNA polymerase subunit delta	RPOE
JBDJKK_00805	672.754246373	79.6737166947	100	46273	0.969822750839	0.208901194168	0.000170969021291	CTP synthase	PYRG
JBDJKK_00830	721.950152422	0.626025532139	1	6	0.878780060969	0.0	0.0	MutT/nudix family protein 7,8-dihydro-8 -oxoguanine-triphosphatase	
JBDJKK_00830	120.989351049	15.4442281754	22	216292	0.766832376336	0.242332616921	1.74473865513e-05	NUDIX hydrolase	
JBDJKK_00830	153.857105961	5.18483963352	7	15095	0.715399635369	0.120484186451	8.70828374104e-06	DNA mismatch repair protein MutT	
JBDJKK_00830	117.529512203	0.75104050407	1	543	0.646298840948	0.0175227001456	2.49472517342e-07	Phosphohydrolase (MutT/nudix family protein)	
JBDJKK_00835	865.87563344	77.1987247629	100	27906	1.01217488843	0.143060728349	0.000122451656868	Ribosomal protein L11 methyltransferase	PRMA
JBDJKK_00840	729.841688059	73.1520060225	99	38845	0.916365756859	0.0649603741323	4.16724983613e-06	Ribosomal RNA small subunit methyltransferase E	RSME
JBDJKK_00845	1123.9657061	30.3749558714	45	3397	1.12094732687	0.153511067473	8.93342535323e-06	Bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	CPDB
JBDJKK_00845	933.808003658	28.1376205121	42	4223	0.963523201463	0.0	0.0	2',3'-cyclic-nucleotide 2'-phosphodiesterase	CPDB
JBDJKK_00845	490.662682843	7.99214831838	12	1234	0.860457289503	0.13997459341	0.000284092945332	Trifunctional nucleotide phosphoesterase protein YfkN	CPDB
JBDJKK_00850	1027.99502589	0.772328406609	1	68	1.01460537896	0.0252966558792	7.04930732742e-06	Ribonucleotide reduction protein NrdI	NRDI
JBDJKK_00850	632.901037867	1.51027313118	2	686	0.854891436613	0.0221338217242	4.79760364495e-06	Class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	NRDI
JBDJKK_00855	894.699076265	72.3324659559	99	25661	1.07098881311	0.232274354743	0.000188729485255	GTP diphosphokinase	RELA
JBDJKK_00855	12.1062714277	0.696245105553	1	12822	0.595353770342	0.000964644793748	1.49318191756e-09	Bifunctional (P)ppGpp synthetase/guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase	RELA
