qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
IPMCLH_00070	41.6642395331	3.00331450704	4	118167	0.671986368218	0.123246532358	5.12762705936e-07	Glycosyl transferase	CPSJ
IPMCLH_00075	518.961018646	3.94401611494	6	499	0.822592331004	0.0471847317121	7.86925746065e-07	General stress protein A	
IPMCLH_00075	479.325268843	1.2631468802	2	60	0.789241840705	0.0141555675999	0.000464116970489	Glycosyltransferase-stabilizing protein Gtf2	
IPMCLH_00075	139.445481456	32.8004431213	52	476606	0.747956014249	0.192788006838	8.90212663291e-06	Glycosyl hydrolase family 8	
IPMCLH_00080	6045.65063403	47.171503187	72	389	3.24092964712	0.438991702274	0.000189565043851	Glucosyltransferase 3	GTF3
IPMCLH_00080	27.4850891986	1.92195502145	3	31010	0.609350537419	0.0157669829987	3.75340415831e-08	Sugar transferase	GTF3
IPMCLH_00080	4.62578805914	0.656885940248	1	118153	0.598312595439	0.0121929808491	1.82421651221e-08	Glycosyl transferase	GTF3
IPMCLH_00085	3962.32606538	5.88648311855	8	92	2.27783299412	0.19414251845	0.000351659400925	Accessory Sec system glycosyltransferase GtfB	
IPMCLH_00085	663.982619763	0.79660856947	1	60	0.871106321712	0.0292522319073	0.000479544785366	Glycosyltransferase-stabilizing protein Gtf2	
IPMCLH_00090	2737.90873977	1.64545594369	2	11	1.71535365439	0.0569614090053	3.05855073968e-05	Putative accessory Sec system glycosylation protein GtfA	
IPMCLH_00090	56.4972741241	3.52311924198	5	118153	0.699882484856	0.164685958636	8.56462410788e-07	Glycosyl transferase	
IPMCLH_00090	36.3626123937	3.88019662281	5	344694	0.68521001726	0.152197689762	9.83642234878e-06	Glycosyltransferase	
IPMCLH_00095	996.936558787	9.869029418	15	499	1.01992999026	0.0587836183462	2.45091690918e-06	General stress protein A	
IPMCLH_00095	367.003087548	1.25980132532	2	60	0.737782398148	0.00184896357291	6.06217564887e-05	Glycosyltransferase-stabilizing protein Gtf2	
IPMCLH_00095	170.415602666	52.2263289593	81	476704	0.735421030406	0.145763381275	9.86320401464e-06	Glycosyl hydrolase family 8	
IPMCLH_00100	1451.97663192	4.12773877146	6	60	1.1903319834	0.0367340883939	0.00361318902235	Glycosyltransferase-stabilizing protein Gtf2	EPSH
IPMCLH_00100	801.820031627	28.8401531142	43	9604	1.04172045892	0.24714988772	0.000150289025932	Exopolysaccharide biosynthesis protein	EPSH
IPMCLH_00100	495.847169988	6.19822818701	9	1160	0.817319206541	0.0546792209219	1.75728657082e-05	Bacterial transferase hexapeptide repeat protein	EPSH
IPMCLH_00100	218.137564604	0.684032590436	1	73	0.727836431206	0.0954359650569	1.71941895828e-05	Putative lipopolysaccharide biosynthesis O-acetyl transferase wbbJ	EPSH
IPMCLH_00100	28.3547599847	0.662978444653	1	4049	0.602536086336	0.00225317290259	3.52091274587e-08	Maltose O-acetyltransferase	EPSH
IPMCLH_00100	10.0654126846	1.19755241523	2	101624	0.594914303173	0.00167573210263	4.25799576072e-09	Acyltransferase	EPSH
IPMCLH_00105	1413.53304934	2.08724089774	3	3	1.20996218822	0.102913442851	0.000242188685661	Glycosyltransferase GlyA	GLYA
IPMCLH_00105	854.229983657	1.32293423222	2	11	0.937400079539	0.010767783127	5.8050932427e-05	Capsular polysaccharide biosynthesis protein CpsJ	GLYA
IPMCLH_00105	571.438251651	5.50098028831	8	425	0.842761031335	0.0456334244341	7.86212064107e-07	Glycosyltransferase, family 8	GLYA
IPMCLH_00105	225.905186279	37.5912986423	56	126797	0.775207565282	0.178953363661	1.04015163505e-05	Glycosyl transferase	GLYA
IPMCLH_00105	67.1211638297	21.024008875	31	444799	0.640711136876	0.0450236113899	7.86537163869e-06	Glycosyltransferase	GLYA
IPMCLH_00110	201.89459841	3.75777991266	5	8604	0.739412035618	0.129535550356	1.77282422356e-05	Chloramphenicol acetyltransferase	
IPMCLH_00110	183.40314753	1.08228011208	2	865	0.677850594249	0.0273382230081	3.85213638245e-06	Vat family streptogramin A O-acetyltransferase	
IPMCLH_00110	99.2331685798	6.73163476131	11	114144	0.65143216827	0.0410167810583	3.43837269942e-07	Acetyltransferase	
IPMCLH_00110	145.728363897	0.531155548917	1	330	0.651215096817	0.00551651158222	6.00146717748e-09	Acetyl transferase	
IPMCLH_00110	109.828405451	0.728231088751	1	1092	0.635455358712	0.00287546212784	8.01730151806e-08	Bacterial transferase hexapeptide repeat protein	
IPMCLH_00120	919.684383005	25.5016333471	33	8140	0.992576379919	0.0654759290586	1.9215801248e-05	Nuclease SbcCD subunit C	SBCC
IPMCLH_00125	958.430528021	53.801923664	81	17727	1.06109227627	0.165505041965	0.00011964118896	Nuclease SbcCD subunit D	SBCD
IPMCLH_00125	402.571510544	0.536717727959	1	10	0.817659488787	0.125718561551	2.34739237493e-06	Exodeoxyribonuclease I subunit D	SBCD
IPMCLH_00135	1072.80730421	1.8724329379	3	19	1.01912292168	0.0	0.0	ZmpA/ZmpB/ZmpC family metallo-endopeptidase	ZMPB
IPMCLH_00135	657.419027536	12.9340902121	21	2414	0.893428991377	0.0763420745433	4.04274576181e-06	YSIRK-type signal peptide-containing protein	ZMPB
IPMCLH_00135	662.700099333	1.18669887732	2	20	0.855866681702	0.00148413218795	2.59543617045e-06	M26 IgA1-specific metallo-endopeptidase C-terminal domain protein	ZMPB
IPMCLH_00135	443.184600109	3.13959968879	5	313	0.772783300624	0.0103951915973	4.51702930637e-07	Immunoglobulin A1 protease	ZMPB
IPMCLH_00135	277.098231144	23.1342322194	38	43441	0.73566943506	0.0657048157375	0.000329513078548	Zinc metalloprotease ZmpB	ZMPB
IPMCLH_00135	284.460433852	8.99245614723	14	6231	0.728526816598	0.0466811715263	8.11073886213e-05	G5 domain-containing protein	ZMPB
IPMCLH_00135	26.8157337108	1.92835124333	3	31984	0.60480779775	0.00770094861535	7.50016282159e-08	LPXTG cell wall anchor domain-containing protein	ZMPB
IPMCLH_00135	0	0.735557993456	1	1	0.595269727633	0.00994287999444	6.17946327233e-08	IgA1-specific endopeptidase	ZMPB
IPMCLH_00140	1076.14842709	0.624798044064	1	49	1.04648342828	0.0491013484493	1.7138464226e-05	Aggregation substance	
IPMCLH_00140	397.169134378	1.18453512861	2	1293	0.760430451492	0.021816596858	7.03037740453e-08	YSIRK-type signal peptide-containing protein	
IPMCLH_00140	49.7547412868	0.589529567423	1	20394	0.622489447336	0.0237500766968	5.08589217856e-07	Gram-positive cocci surface proteins LPxTG domain-containing protein	
IPMCLH_00145	670.849383716	0.542039499674	1	114	0.873003699803	0.0276675814473	6.40747664972e-06	Pilin isopeptide linkage domain protein	
IPMCLH_00145	406.951079183	1.10738357097	2	1293	0.768837740548	0.030296805514	9.76311650723e-08	YSIRK-type signal peptide-containing protein	
IPMCLH_00145	50.1271331059	0.541909113396	1	20394	0.616529388308	0.0122236411887	2.61759664646e-07	Gram-positive cocci surface proteins LPxTG domain-containing protein	
IPMCLH_00150	288.912405615	0.81333158903	1	37	0.707548323686	0.003742188298	8.20967201185e-08	Pyrimidine regulatory protein PyrR	
IPMCLH_00150	101.87643042	43.8219020994	65	856754	0.701146705926	0.132822838667	1.46320423851e-06	ABC transporter ATPase	
IPMCLH_00150	97.479564235	21.4413999824	32	224638	0.669987386446	0.07734986782	6.54036810835e-06	ABC-F family ATP-binding cassette domain-containing protein	
IPMCLH_00155	120.124981562	61.6390396868	84	1045493	0.707107405293	0.130296948022	1.51084321312e-06	ABC transporter ATP-binding protein	
IPMCLH_00155	129.215146455	1.45698024386	2	508	0.642500191547	0.00153609972985	5.4293378374e-09	ABC-type multidrug transport system ATPase and permease components	
IPMCLH_00155	45.4418605546	1.56670478663	2	4741	0.614301751453	0.0115566010164	4.34614468522e-07	Lipid A export ATP-binding/permease protein MsbA	
IPMCLH_00155	20.3927568546	4.68519993837	6	204980	0.608746216218	0.0199794454437	3.69550766698e-07	ATP-binding cassette domain-containing protein	
IPMCLH_00155	27.2174723112	1.3102947595	2	9219	0.602968195749	0.00392680350616	4.83216160479e-08	ATP-binding cassette, subfamily B, bacterial	
IPMCLH_00160	125.413878431	63.137372721	87	996863	0.746928899853	0.201440174959	2.78762025337e-06	ABC transporter ATP-binding protein	
IPMCLH_00160	90.4048823606	3.13070151957	4	4741	0.639311499686	0.0248103983565	1.78061582786e-06	Lipid A export ATP-binding/permease protein MsbA	
IPMCLH_00160	79.5753839377	1.30147366941	2	1058	0.626830618534	0.00943477343055	1.75204844672e-06	Putative multidrug export ATP-binding/permease protein SAV1866	
IPMCLH_00160	73.7579137844	0.797093344432	1	462	0.620269295613	0.0014455278824	1.60886941697e-08	ABC-type multidrug transport system, ATPase and permease components	
IPMCLH_00160	13.3504047105	3.10739943842	4	204980	0.600592600611	0.00991025779644	1.04746032321e-07	ATP-binding cassette domain-containing protein	
IPMCLH_00160	12.8717317079	0.631489431442	1	9428	0.595750852777	0.0011361510566	1.68803797348e-09	ATP-binding cassette, subfamily B	
IPMCLH_00165	4099.08658618	72.3028801663	95	1117	2.29084746748	0.115405009506	0.0024088985751	Glutathione biosynthesis bifunctional protein GshAB	GSHAB
IPMCLH_00165	347.848091547	2.31493876166	3	159	0.752557028291	0.044183993387	1.3758843569e-05	Bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	GSHAB
IPMCLH_00165	17.2330728587	1.63571882653	2	31893	0.599730661603	0.0053536458672	7.48442917275e-09	glutamate--cysteine ligase	GSHAB
IPMCLH_00170	111.253491023	0.803296424672	1	5654	1.16331085837	0.997747240369	0.000171228289063	YARHG domain-containing protein	
IPMCLH_00170	78.6455265431	1.60482419816	2	45145	0.621458210617	0.0	0.0	Alpha-galactosidase	
IPMCLH_00180	124.314111636	42.1467229997	58	460266	0.898172355881	0.487633492121	4.80201257254e-05	GNAT family N-acetyltransferase	
IPMCLH_00180	4.45483566697	0.720175895176	1	95924	0.640551681616	0.092018345211	1.21935550658e-06	Acetyltransferase	
IPMCLH_00180	98.9437769683	27.7723402348	38	315168	0.629577510787	0.0	0.0	N-acetyltransferase domain-containing protein	
IPMCLH_00180	51.1375727865	0.703843576056	1	762	0.610455029115	0.0	0.0	Putative N-acetyltransferase	
IPMCLH_00185	774.913694566	76.024516039	99	34188	1.01145204006	0.210348227499	0.000100083182322	Alpha-1,4 glucan phosphorylase	GLGP
IPMCLH_00185	445.99105075	0.748265344765	1	7	0.7683964203	0.0	0.0	Phosphorylase, glycogen/starch/alpha-glucan family	GLGP
IPMCLH_00190	901.350110966	74.1667019841	99	25252	1.00618074247	0.104980319046	5.64493767552e-05	Glycogen synthase	GLGA
IPMCLH_00190	14.5265600265	0.718148545555	1	9035	0.605953185293	0.0191368957405	3.26994047122e-07	Starch synthase	GLGA
IPMCLH_00195	2035.70677535	11.9015125376	16	129	1.43352578609	0.0551752689406	9.17073735602e-06	Glycogen biosynthesis protein GlgD, glucose-1-phosphate adenylyltransferase family	GLGD
IPMCLH_00195	1560.21491834	53.6593333552	72	4464	1.26327185202	0.0927790832601	0.000648527851992	Glucose-1-phosphate adenylyltransferase subunit GlgD	GLGD
IPMCLH_00195	103.5482049	8.91788864241	12	27935	0.702459479766	0.134037236308	2.31281492123e-05	Glucose-1-phosphate adenylyltransferase	GLGD
IPMCLH_00200	866.528758418	79.4079860468	100	27910	1.15836857262	0.418404636236	0.000130602480369	Glucose-1-phosphate adenylyltransferase	GLGC
IPMCLH_00205	774.523724888	74.570341285	100	34849	0.984636726819	0.160038589557	0.000339219926684	1,4-alpha-glucan branching enzyme GlgB	GLGB
IPMCLH_00210	1436.79917608	66.8272264045	99	9858	1.42687028147	0.494470890034	0.00405196582563	pullulanase	PULA
IPMCLH_00210	143.74040901	0.620811766788	1	85	0.650709796084	0.00606345724003	7.14201931813e-09	Pullulanase, type I	PULA
IPMCLH_00215	603.163179696	74.1343701712	100	57315	0.895438159171	0.121078495349	6.42378871072e-05	DNA translocase FtsK	FTSK
IPMCLH_00220	1143.45906263	74.3531670263	99	15682	1.36440543953	0.598153682177	1.814598693e-05	Ferredoxin--NADP reductase	
IPMCLH_00220	4.39098537544	0.693690436294	1	84693	0.596580581601	0.00910224038235	2.4334522087e-09	NAD(P)/FAD-dependent oxidoreductase	
IPMCLH_00225	680.081682224	77.5046147603	100	45238	1.0268105613	0.310901251642	1.12519159626e-05	tRNA (guanine-N(1)-)-methyltransferase	TRMD
IPMCLH_00230	765.431982113	77.3079629241	100	35704	0.938641799844	0.0801276077298	6.87451144285e-05	Ribosome maturation factor RimM	RIMM
IPMCLH_00245	301.284991434	0.827847824279	1	26	0.758349495764	0.0902554544517	5.41655671409e-06	Two-component response regulator [YvqE] responding to cell wall stress	
IPMCLH_00245	262.788111109	4.71617169408	6	1109	0.713893195747	0.0354297920384	8.07615965223e-06	Response regulator protein VraR	
IPMCLH_00245	134.410834497	58.427908515	75	647391	0.691307246329	0.0897034680133	3.72417823404e-06	DNA-binding response regulator	
IPMCLH_00245	0	0.888722082367	1	1	0.672096188857	0.154894489643	0.000105467318249	Response regulator (Homolog to RR03 Spn)	
IPMCLH_00245	119.998381501	2.3877859281	3	1363	0.640242041147	0.00423145045586	9.9026493108e-07	Transcriptional regulatory protein LiaR	
IPMCLH_00245	23.537999225	10.7117783963	14	682063	0.624062709117	0.0465047100663	6.54616485557e-07	LuxR family transcriptional regulator	
IPMCLH_00250	347.99551191	23.7253075452	30	51506	0.90586206418	0.333327527134	1.35017423513e-05	Sensor histidine kinase	
IPMCLH_00255	885.775799507	1.59456394061	2	57	1.00121474633	0.107350694106	0.000427932310591	Transporter associated with VraSR	
IPMCLH_00255	598.387126467	0.807119937386	1	32	0.911212683827	0.154448020634	1.91152329777e-05	Transporter yvqF	
IPMCLH_00255	316.336902029	5.70495262998	7	5720	0.812775073834	0.181583709917	4.73383396205e-05	Cell wall-active antibiotics response protein	
IPMCLH_00255	61.9795195413	6.54043376722	8	195231	0.764837003866	0.283104132124	3.01187803814e-07	Transporter	
IPMCLH_00260	480.684737327	12.5700252551	16	12237	0.894745457743	0.212210245376	6.63813690359e-06	pH-gated potassium channel KcsA	
IPMCLH_00260	96.0589207696	2.97392924429	5	17140	0.640050917271	0.0219383775351	4.43470729217e-07	Ion transporter	
IPMCLH_00265	176.289943416	69.4011050084	98	642566	0.822604159277	0.305826578936	4.75373693066e-06	non-specific serine/threonine protein kinase	PKNB
IPMCLH_00265	74.0117112935	1.36316183481	2	1410	0.678493019234	0.111109906506	4.21343503683e-06	Stk1 family PASTA domain-containing Ser/Thr kinase	PKNB
IPMCLH_00270	406.269857843	49.3595369973	71	87349	1.00094717496	0.468752593251	1.78699491671e-05	protein-serine/threonine phosphatase	
IPMCLH_00270	141.12204981	0.671432530245	1	134	0.75244498005	0.199992472515	7.48463078765e-06	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	
IPMCLH_00275	1045.76862947	74.0113920142	100	19090	1.09937756383	0.171826730956	9.72317784448e-05	16S rRNA (cytosine(967)-C(5))-methyltransferase	RSMB
IPMCLH_00280	646.262197869	76.4547862932	100	50059	1.10704464571	0.487796403152	0.00038364457416	Methionyl-tRNA formyltransferase	FMT
IPMCLH_00285	752.104449034	74.5379052062	100	36914	1.07041685545	0.338799433604	0.000568801170565	Primosomal protein N'	PRIA
IPMCLH_00290	782.692923601	72.9568303033	100	33841	0.98387011962	0.152436611854	7.72948442494e-05	DNA-directed RNA polymerase subunit omega	RPOZ
IPMCLH_00295	661.911235764	77.402320218	100	47787	0.985952431616	0.247521677939	7.24001553728e-05	Guanylate kinase	GMK
IPMCLH_00300	744.672695151	72.7030991952	100	37649	0.94087033709	0.099999713022	7.05564099655e-05	Signal recognition particle receptor FtsY	FTSY
IPMCLH_00305	123.018519992	15.1164350755	20	132620	0.814407479596	0.330566093569	2.10037234645e-06	Cof-type HAD-IIB family hydrolase	
IPMCLH_00305	119.640141636	8.77669936976	13	47297	0.717196497609	0.149698369338	1.52602791541e-05	Haloacid dehalogenase	
IPMCLH_00305	119.443786627	1.41680061819	2	1238	0.672087179628	0.0647345957179	1.64623115177e-05	Sugar phosphatase YidA	
IPMCLH_00305	75.1277223581	6.79044109014	9	71694	0.650917980787	0.0582393916433	7.1362958121e-07	HAD family phosphatase	
IPMCLH_00310	141.21147023	19.3285488639	24	231406	0.877936372989	0.436701276238	5.42454498253e-06	HAD family hydrolase	
IPMCLH_00310	238.300174791	0.824374033049	1	148	0.700788385443	0.0291850425492	1.21487968073e-05	Flavin mononucleotide phosphatase YbjI	
IPMCLH_00310	213.34456187	0.816190902557	1	181	0.691702715286	0.0308756237447	4.04976661301e-05	Sugar phosphatase YbiV	
IPMCLH_00315	135.228985504	17.5167988451	22	239969	0.814007100861	0.320594929332	9.70570736492e-06	GntR family transcriptional regulator	
IPMCLH_00315	93.5299868902	0.808588617082	1	1070	0.69883971446	0.134769074392	5.51380944235e-06	HTH-type transcriptional repressor YtrA	
IPMCLH_00320	108.136296477	57.34204735	81	1169471	0.695022250423	0.116542840171	1.32708872046e-06	ABC transporter ATP-binding protein	SKFE
IPMCLH_00320	222.974873442	1.34259587925	2	152	0.680395308777	0.00227372140756	1.43526883849e-05	SkfA peptide export ATP-binding protein SkfE	SKFE
IPMCLH_00320	155.824134355	4.03350626989	6	2808	0.665442767806	0.0247410384521	1.81842029076e-05	Sulfate/thiosulfate import ATP-binding protein cysA	SKFE
IPMCLH_00320	56.2958723345	0.819117035274	1	887	0.635605703262	0.0435610094362	9.6635925728e-07	ABC-type transporter ATP-binding protein EcsA	SKFE
IPMCLH_00320	46.7661827967	4.39678562869	6	36859	0.612877047176	0.00786900260638	1.33818101123e-07	ABC-type multidrug transport system, ATPase component	SKFE
IPMCLH_00320	9.35748548757	2.13652031636	3	204980	0.595939586382	0.0041445123204	3.28539300177e-08	ATP-binding cassette domain-containing protein	SKFE
IPMCLH_00325	77.5680974906	18.9865397589	24	832002	0.770944327622	0.282862392509	1.02979637657e-06	ABC transporter permease	
IPMCLH_00330	1042.32234764	42.8915480097	55	5803	1.04715417596	0.075893614129	8.10708460045e-05	Oligopeptide transport ATP-binding protein OppF	
IPMCLH_00330	54.7974158731	27.5721105227	35	851286	0.661701082994	0.0939284853604	9.70211544272e-07	ABC transporter ATP-binding protein	
IPMCLH_00330	31.2096913698	7.70529372518	10	204980	0.611597381841	0.0171952552852	9.99594704373e-07	ATP-binding cassette domain-containing protein	
IPMCLH_00335	825.455231652	35.07140078	44	6033	0.945847892388	0.0484202817336	0.00015252043853	Oligopeptide transport ATP-binding protein OppD	AMIE
IPMCLH_00335	68.7375237986	34.7649111879	44	842782	0.662117300692	0.0841929732917	7.66379825334e-07	ABC transporter ATP-binding protein	AMIE
IPMCLH_00335	37.3416084716	9.32290388512	12	205095	0.637199943762	0.0608739370779	5.68611863869e-06	Oligopeptide ABC superfamily ATP binding cassette transporter, ABC protein	AMIE
IPMCLH_00340	1348.43094781	35.2643888692	46	2413	1.15079252977	0.0404142800321	2.91116576802e-05	Oligopeptide transport system permease protein OppC	
IPMCLH_00340	91.380525845	0.741084856043	1	232	0.674938467514	0.0912947529396	1.90589180696e-06	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	
IPMCLH_00340	75.5901223984	39.5284491958	51	952143	0.650058047813	0.0562678899268	8.59627830423e-07	ABC transporter permease	
IPMCLH_00340	62.2396439311	1.51557973154	2	2090	0.624116077391	0.0173966348403	1.67660528764e-07	Binding--dependent transport system inner membrane component family protein	
IPMCLH_00345	963.414708395	23.472589493	31	2213	1.00346152634	0.0530097913102	2.26791845085e-05	Oligopeptide transport system permease protein OppB	
IPMCLH_00345	89.7369701684	45.5862094523	61	952152	0.674083315858	0.0909216913945	1.56759620352e-06	ABC transporter permease	
IPMCLH_00345	101.440608488	3.66039534605	5	4850	0.67156785928	0.0773425547084	3.09444939349e-06	Glutathione transport system permease protein GsiC	
IPMCLH_00345	51.9859949969	1.45614670049	2	2921	0.619446061781	0.0163238783273	4.13434428045e-07	Dipeptide transport system permease protein DppB	
IPMCLH_00345	30.5502955117	0.724067631284	1	2090	0.60633132072	0.00775698171496	1.10310137046e-07	Binding--dependent transport system inner membrane component family protein	
IPMCLH_00350	3087.34207623	20.049221178	28	170	1.86258905891	0.071015458289	0.000701776188147	Oligopeptide-binding protein AmiA	AMIA
IPMCLH_00350	431.444583396	14.5726508962	20	4598	0.7860096349	0.0442106044708	9.05860148982e-06	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA	AMIA
IPMCLH_00350	279.397333266	36.6764648632	50	69397	0.755919425638	0.102189526973	2.15177777185e-06	Peptide ABC transporter ATP-binding protein	AMIA
IPMCLH_00355	2605.08044285	16.9194662697	24	167	1.64733207872	0.0288578051976	0.000263241096443	Oligopeptide-binding protein AmiA	AMIA
IPMCLH_00355	459.659081444	15.6662727956	21	4598	0.80554528918	0.0597763977532	8.28966687498e-06	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA	AMIA
IPMCLH_00355	292.56111375	39.2362744143	54	71143	0.769775953814	0.118398964696	2.85125015449e-06	Peptide ABC transporter ATP-binding protein	AMIA
IPMCLH_00355	37.8279391919	0.788599033136	1	1718	0.622677847261	0.0331069127808	3.90539001653e-07	ABC transporter, substrate-binding protein, family 5	AMIA
IPMCLH_00360	927.527113711	76.0323069655	99	23852	1.07164468426	0.208742760848	8.77647338605e-06	Phosphate acetyltransferase	PTA
IPMCLH_00360	35.8036661385	0.747727856101	1	1546	0.606851498828	0.00477359038832	1.47333036677e-06	Phosphotransacetylase	PTA
IPMCLH_00365	365.592922059	71.726630053	98	152702	0.832022474406	0.180725933532	2.80405311724e-05	Pseudouridine synthase	RLUA3
IPMCLH_00370	696.467146177	71.0824621547	99	42057	0.969371227707	0.190158560575	1.66065369056e-05	NAD kinase	NADK
IPMCLH_00370	76.1168386681	0.760518705032	1	403	0.687360874851	0.126253019391	1.95529308616e-06	Inorganic polyphosphate/ATP-NAD kinase	NADK
IPMCLH_00375	778.653791251	62.2288449286	81	23000	0.973853420613	0.136585806573	7.13314238602e-05	GTP pyrophosphokinase	YJBM
IPMCLH_00375	293.81204316	11.9830739958	16	5989	0.714611753054	0.0133715768249	3.63504735445e-09	RelA/SpoT domain protein	YJBM
IPMCLH_00375	67.0328997235	1.62246166192	2	2108	0.621157910379	0.00819764177427	1.74740063847e-08	(P)ppGpp synthetase	YJBM
IPMCLH_00380	370.322805557	32.6746364562	47	41769	0.920914610097	0.344876366276	5.06874140278e-05	Adenylate cyclase	YJBK
IPMCLH_00380	381.821670018	22.9208939683	33	19337	0.84084262421	0.185110363067	0.000273188849903	CYTH domain-containing protein	YJBK
IPMCLH_00385	754.659087134	76.3655715385	100	36728	1.1214478922	0.433161545708	0.000431905929041	Putative ribose-phosphate pyrophosphokinase	PRS
IPMCLH_00390	881.524978476	1.37512793505	2	4	1.01634859981	0.139105632683	0.000631154881116	Cysteine desufurase	
IPMCLH_00390	366.764512014	57.8215869808	81	102066	0.791992764809	0.104313704749	3.48243256979e-05	Cysteine desulfurase	
IPMCLH_00390	393.414407724	1.35850421487	2	49	0.749238798299	0.00353402670915	5.26989484236e-08	Iron-sulfur cofactor synthesis protein	
IPMCLH_00390	51.118323445	10.6602795961	15	176859	0.616464639573	0.0113534110693	1.16421417605e-07	Aminotransferase class V-fold PLP-dependent enzyme	
IPMCLH_00395	190.193217144	12.9408880444	16	87277	0.923631079298	0.485949188769	3.61196429549e-05	Cysteine desulfurase	
IPMCLH_00395	0	0.803297892084	1	1	0.594944408822	0.00932672690177	6.21781793453e-05	DUF1831 domain-containing protein (Fragment)	
IPMCLH_00400	1211.49619431	75.3364346712	100	14243	1.15108341475	0.144298889205	0.000326287585773	Redox-sensing transcriptional repressor Rex	REX
IPMCLH_00405	545.615990933	19.0116163511	26	10911	1.01827850514	0.396286898846	2.61867161268e-06	Gamma-glutamyl hydrolase	
IPMCLH_00405	229.653812768	11.8335876099	16	23852	0.772635673454	0.171271777297	5.31896955478e-06	Glutamine amidotransferase	
IPMCLH_00405	16.5072147205	0.659242943326	1	14243	0.603085819936	0.0122319405966	2.76587740111e-07	Redox-sensing transcriptional repressor Rex	
IPMCLH_00410	603.628166288	38.6430212806	54	19185	0.949878495595	0.2234409475	0.000176345227675	DNA repair protein RadC	RADC
IPMCLH_00410	254.535936319	12.3032009587	17	10934	0.734010675809	0.079611806579	0.000102189724543	JAB domain-containing protein	RADC
IPMCLH_00410	0	0.73036469837	1	1	0.689338738187	0.18742976652	4.80965700673e-05	Putaitve DNA repair protein (RadC)	RADC
IPMCLH_00410	141.790834743	10.1641484848	14	24029	0.677475180351	0.0580346298119	2.46326951663e-05	MPN domain-containing protein	RADC
