qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
LCCHNM_00215	535.889679252	13.0898086171	16	1869	0.830667295484	0.0496431494459	2.77288587958e-05	Putative aliphatic sulfonates transport permease protein SsuC	
LCCHNM_00215	120.636279412	65.3684005646	80	913829	0.689757291541	0.0971749887801	1.78611454626e-06	Nitrate ABC transporter permease	
LCCHNM_00215	31.5638596505	0.816067721301	1	2090	0.604030896537	0.00265160744049	3.6645077614e-08	Binding--dependent transport system inner membrane component family protein	
LCCHNM_00215	15.5474772716	2.51869907941	3	80219	0.602767394233	0.0123554713023	1.76708900398e-07	Hydroxymethylpyrimidine ABC transporter, transmembrane component	
LCCHNM_00220	1163.08599814	9.48459883031	12	249	1.06936123556	0.0266543817271	6.99306332592e-07	Putative thiamine biosynthesis protein	TAUA
LCCHNM_00220	720.080776461	4.73638985013	6	162	0.905023134012	0.0509260376599	1.17339448942e-06	Hydroxymethylpyrimidine ABC transporter, substrate-binding component	TAUA
LCCHNM_00220	169.047332479	56.3500985609	71	414830	0.735998112892	0.147885056113	5.00801968455e-06	Nitrate ABC transporter substrate-binding protein	TAUA
LCCHNM_00225	657.030800547	4.9407222745	6	174	0.873242229197	0.0385469658671	8.53414140875e-07	Hydroxymethylpyrimidine ABC transporter, ATPase component	
LCCHNM_00225	299.525548405	9.04912962772	11	2808	0.721474057455	0.0220061227226	2.96524996804e-05	Sulfate/thiosulfate import ATP-binding protein CysA	
LCCHNM_00225	120.324871636	62.7767994347	76	832190	0.715466355824	0.145917644176	2.78778561866e-06	Nitrate ABC transporter ATP-binding protein	
LCCHNM_00225	21.9955625331	5.75485159112	7	204980	0.611365318412	0.0237114804283	4.38580530001e-07	ATP-binding cassette domain-containing protein	
LCCHNM_00230	1117.93936379	3.20139098307	4	32	1.04040245004	0.00608811954779	5.81703959551e-08	Integrase/recombinase, phage associated	
LCCHNM_00230	554.079021534	2.74825090409	4	96	0.820316411307	0.0163862822781	3.65427993962e-06	Putative phage-related chromosomal island protein	
LCCHNM_00230	269.786034774	59.7298912374	79	191037	0.803608095437	0.19942096134	2.86008835009e-05	Integrase	
LCCHNM_00230	32.9073848482	0.801944518769	1	2313	0.605623856352	0.00464321079917	3.44515478864e-08	Site-specific tyrosine recombinase XerC	
LCCHNM_00230	10.7191659531	4.0327783107	5	507772	0.600278058578	0.0113026210934	1.50871512752e-07	Transposase	
LCCHNM_00235	991.147975291	6.54737947915	8	1187	1.11948943057	0.250998782163	4.42953658534e-05	Abortive infection bacteriophage resistance protein	
LCCHNM_00235	35.2043313495	3.04873537037	4	202962	0.60408173254	0.0	0.0	DNA-binding protein	
LCCHNM_00240	2.09646751174e-13	0.810881678319	1	96	0.854625733536	0.499292786421	2.78366316174e-05	Putative phage-related chromosomal island protein	
LCCHNM_00250	29.8974493868	5.75219230429	8	951750	0.747114758901	0.27387878135	1.25154067641e-06	XRE family transcriptional regulator	
LCCHNM_00250	95.7932193871	2.82128289217	4	22574	0.647609610397	0.0364006086968	1.64924374136e-09	DNA-binding helix-turn-helix protein	
LCCHNM_00250	34.2695142861	2.39824351834	3	126919	0.643752049248	0.0755551665165	2.63979227308e-07	HTH cro/C1-type domain-containing protein	
LCCHNM_00255	6991.28383016	17.6744235986	23	59	3.46506924234	0.148107965156	0.00292443717125	Prophage ps3 protein 13	
LCCHNM_00255	458.996367334	8.28295207562	11	3006	0.7772877178	0.00696050383455	5.19170466443e-06	Rha family transcriptional regulator	
LCCHNM_00255	334.480161819	2.98259966867	4	734	0.727361710317	0.00673517751713	7.52758018185e-08	Phage regulatory protein	
LCCHNM_00255	245.239240847	0.790851842931	1	96	0.69070621681	0.00492549996047	2.74607067557e-07	Putative phage-related chromosomal island protein	
LCCHNM_00260	2208.24210003	2.35829383305	3	96	1.69864521092	0.425182921927	7.11145485548e-05	Putative phage-related chromosomal island protein	
LCCHNM_00260	10.1845664723	0.797371092062	1	507340	0.672953783724	0.148830103723	1.08116154664e-07	Transposase	
LCCHNM_00275	1523.94119379	2.89657882918	4	198	1.3958200108	0.370267701568	8.25728381317e-05	Phage-related chromosomal island protein	
LCCHNM_00275	77.3496153463	2.27382396541	3	47324	0.758036444683	0.25867258039	6.54690498067e-06	Holin	
LCCHNM_00280	29.6178375981	2.8887155929	4	751875	0.769291459189	0.315932642487	1.181580957e-06	XRE family transcriptional regulator	
LCCHNM_00280	45.2148325908	0.740233716211	1	21281	0.644609250704	0.0689119170984	8.02562130724e-08	HTH merR-type domain-containing protein	
LCCHNM_00285	720.366670791	55.9024285017	74	27326	1.03327897947	0.292700417511	5.44934597021e-05	Replication initiation protein	
LCCHNM_00285	340.752428124	1.56724799907	2	96	0.736755673866	0.0197257709932	2.19950712464e-06	Putative phage-related chromosomal island protein	
LCCHNM_00285	261.486996017	2.88663465554	4	553	0.697652800024	0.00576953638876	7.36655418981e-06	Replisome organizer	
LCCHNM_00285	113.345015285	0.709903731525	1	178	0.636287739398	0.00179194916664	1.13062008362e-08	Conserved phage C-terminal domain-containing protein	
LCCHNM_00290	2195.89613972	25.4896012815	33	495	1.58117176629	0.212831128727	0.000640608647348	Helicase loader	
LCCHNM_00290	233.786000311	10.6680106675	14	7646	0.724230630048	0.0768226607629	1.09859622769e-05	DNA replication protein DnaC	
LCCHNM_00290	65.9174288388	12.6424059897	16	134213	0.68722238083	0.133689406814	1.18414656249e-06	AAA+ ATPase domain-containing protein	
LCCHNM_00290	152.103705147	0.777571558829	1	96	0.652331935951	0.00281217123897	1.56784509918e-07	Putative phage-related chromosomal island protein	
LCCHNM_00290	88.0978899791	24.1837021413	32	274986	0.625239155992	0.0	0.0	GTP-binding protein	
LCCHNM_00305	658.401507839	0.803647336524	1	96	0.896870501362	0.0820939748836	4.57691318399e-06	Putative phage-related chromosomal island protein	
LCCHNM_00305	489.525585207	3.22986489815	4	2805	0.831755372309	0.0866889072546	8.69058110639e-07	Phage capsid family	
LCCHNM_00310	257.080467593	4.70917873272	7	18543	1.06924397243	0.710210388684	1.39693628283e-05	Recombinase	
LCCHNM_00310	600.068653226	0.790857572753	1	96	0.906716873396	0.144696699552	8.06714783636e-06	Putative phage-related chromosomal island protein	
LCCHNM_00315	2886.65560916	16.077086323	21	202	1.86028098669	0.217304436874	0.0223695743841	DUF722 domain-containing protein	
LCCHNM_00315	531.48085396	3.74889418511	5	324	0.867214889875	0.121925223098	0.000109002468974	Phage transcriptional regulator, RinA family	
LCCHNM_00315	220.87762568	3.71513000885	5	1842	0.758449399855	0.151128898549	1.66760309382e-06	Bacteriophage transcriptional activator	
LCCHNM_00315	58.8976442313	18.1497961026	24	611783	0.739529725082	0.23768046174	1.13338647464e-06	Transcriptional regulator	
LCCHNM_00315	197.089055842	0.756737002014	1	96	0.671518359072	0.00506175677655	2.82203673991e-07	Putative phage-related chromosomal island protein	
LCCHNM_00330	547.313819865	2.13671919306	3	2093	0.908266053776	0.187434527551	1.131141522e-05	Preprotein translocase subunit SecB	
LCCHNM_00335	2472.29378244	80.7644722616	100	3428	1.65443746278	0.142448609652	0.00110933462979	Transcriptional regulator CtsR	CTSR
LCCHNM_00340	525.347622884	54.6993874452	66	35602	0.870159492087	0.132113290378	1.99516795141e-05	ATP-dependent Clp protease, ATP-binding subunit	CLPC
LCCHNM_00340	159.783848552	15.7272021539	19	31783	0.669291140652	0.029014066458	7.30040646091e-06	Chaperone protein ClpB	CLPC
LCCHNM_00340	56.9219225097	6.60097156126	8	43970	0.619504357615	0.0127086515684	1.63978633657e-07	AAA domain-containing protein	CLPC
LCCHNM_00345	1742.93827203	25.9552796824	32	711	1.31353280366	0.0497267511649	0.000115836413133	Trifunctional NAD biosynthesis/regulator protein NadR	NADR
LCCHNM_00345	927.193362812	5.62496421179	7	118	0.965131046213	0.00802584449194	1.75365322191e-07	Putative nicotinamide-nucleotide adenylyltransferase	NADR
LCCHNM_00345	446.975683041	4.0637083963	5	265	0.781381541452	0.0237571097769	2.6909759215e-09	Cytidyltransferase-related domain protein	NADR
LCCHNM_00345	82.7075015814	36.3115925611	45	611783	0.688373827552	0.123190206983	8.6093725954e-07	Transcriptional regulator	NADR
LCCHNM_00345	32.2422288096	8.0893440125	10	198212	0.61125598307	0.0157718643951	1.70845134132e-07	AAA family ATPase	NADR
LCCHNM_00345	25.5813445372	0.816838136269	1	3259	0.600232537815	0.0	0.0	Adenylyltransferase/cytidyltransferase family protein	NADR
LCCHNM_00350	1068.36832938	80.2336354184	100	18365	1.06757355341	0.0947585797913	0.000208718632564	Nicotinamide mononucleotide transporter PnuC	PNUC
LCCHNM_00355	1535.79646216	8.81744894055	11	111	1.21602796878	0.0220790980546	0.000373097463166	Nudix-related transcriptional regulator NrtR	
LCCHNM_00355	1168.29211028	17.6664347762	22	770	1.0981581818	0.0770431854669	0.00042246959181	Bifunctional NMN adenylyltransferase/Nudix hydrolase	
LCCHNM_00355	345.552207501	23.1401140962	29	15095	0.758485245805	0.0571019261107	1.70983119885e-05	DNA mismatch repair protein MutT	
LCCHNM_00355	109.120379014	28.0816346469	35	221949	0.670822735824	0.0701404879551	6.28011766236e-06	NUDIX hydrolase	
LCCHNM_00360	2038.59636357	74.3681364044	96	4836	1.481834526	0.144142538718	2.17527586397e-05	Cytochrome D ubiquinol oxidase subunit I	CYDA
LCCHNM_00365	500.554172499	16.3106142249	21	16724	0.857788885997	0.127483197349	5.61201079604e-05	Flagellar hook-length control protein FliK	
LCCHNM_00365	28.0404969178	0.798930558996	1	12755	0.601278741339	0.000118004849881	9.48528754764e-11	Lipoprotein (Fragment)	
LCCHNM_00370	260.616633709	18.7564911715	24	36630	0.862179469754	0.316849372278	0.000132448133285	Isochorismatase	
LCCHNM_00370	370.364960096	3.1933869499	4	526	0.837510257856	0.187475220688	0.00012034265738	Streptothricin hydrolase	
LCCHNM_00370	221.519496342	12.5426986257	16	22672	0.795156308113	0.219902743727	2.77005081246e-06	Cysteine hydrolase	
LCCHNM_00370	77.6377555003	3.19426823373	4	11962	0.6210551022	0.0	0.0	Isochorismatase-like domain-containing protein	
LCCHNM_00375	756.077739192	81.4630781128	99	36289	1.14228475245	0.471421690626	8.03718008021e-06	tRNA-dihydrouridine synthase	
LCCHNM_00380	1277.4565605	79.0345504898	98	12312	1.16865004077	0.127667871519	0.000172233443004	33 kDa chaperonin	HSLO
LCCHNM_00380	452.168043149	0.797251246758	1	2	0.772605148538	0.00327499588452	0.00010917296297	Heat shock protein 3HSP33 homolog	HSLO
LCCHNM_00380	27.4160169789	0.863904458191	1	3185	0.601314075926	0.000655977111974	6.32341504272e-08	Hsp33 family molecular chaperone HslO	HSLO
LCCHNM_00385	7.00697690534e-12	0.750094985786	1	555	0.59452668952	0.00854092006677	9.42107270521e-08	M protein trans-acting positive regulator	
LCCHNM_00390	1.00020769129e-09	0.728195341971	1	6631	0.59	0.0	0.0	DNA-binding protein (Fragment)	
LCCHNM_00395	739.242683209	82.3752333774	100	38328	1.0175376739	0.248755070508	2.06622167658e-05	Glycerol kinase	GLPK
LCCHNM_00400	4739.35210248	81.2349051593	99	915	2.72623247337	0.453757252967	1.44151847125e-05	Alpha-glycerophosphate oxidase	GLPO
LCCHNM_00400	7.32973236496	0.812955534181	1	36967	0.598219355957	0.00997634523275	1.86326422898e-09	Glycerol-3-phosphate dehydrogenase	GLPO
LCCHNM_00405	1174.92951557	44.1776579013	54	5712	1.12841431458	0.129136254243	1.46803168772e-05	Glycerol uptake facilitator protein	GLPF
LCCHNM_00405	504.964194051	3.25617325468	4	168	0.794118873035	0.00402484344189	1.41953123299e-06	Channel protein, MIP family	GLPF
LCCHNM_00405	245.643107477	16.1671853221	20	17492	0.706892376384	0.0351601672275	1.223813687e-05	Aquaporin	GLPF
LCCHNM_00410	3953.16462538	52.4697674056	66	613	2.24741190241	0.143597608555	0.00196598625675	D-alanyl-lipoteichoic acid biosynthesis protein DltB	DLTB
LCCHNM_00410	1122.13726765	16.8331793475	21	783	1.0785829492	0.0749584392341	3.46739332992e-06	Peptidoglycan O-acetyltransferase	DLTB
LCCHNM_00410	926.764302169	1.57109732595	2	3	0.96737264535	0.0125791004967	6.09386768157e-08	Activated D-alanine transport protein	DLTB
LCCHNM_00410	791.525504827	2.40035106238	3	32	0.90950480341	0.00546151017366	5.43530453244e-08	Membrane protein involved in D-alanine export	DLTB
LCCHNM_00410	462.125665365	0.783420414319	1	3	0.777104368439	0.00425302280417	1.03321768651e-08	Alanyl transferase	DLTB
LCCHNM_00410	34.0836636215	0.800270143893	1	1915	0.604587359459	0.00179979826079	4.6618521448e-08	Teichoic acid D-alanyltransferase	DLTB
LCCHNM_00410	27.7582023603	0.791795087124	1	2824	0.603345697618	0.00423095374588	5.59433197152e-07	Probable alginate O-acetylase AlgI	DLTB
LCCHNM_00415	4868.51012035	77.2884933026	97	849	2.67466806775	0.258871773488	0.0030989828977	D-alanyl-lipoteichoic acid biosynthesis protein DltD	DLTD
LCCHNM_00415	213.034155688	0.795740924655	1	47	0.692488235214	0.0325935104697	6.1950061398e-07	D-alanine transfer protein	DLTD
LCCHNM_00420	3208.85584075	81.3174869498	100	2036	2.00344398983	0.245096907586	1.46252347842e-05	D-alanine--D-alanyl carrier protein ligase	DLTA
LCCHNM_00425	3275.04572946	79.8513828753	99	1915	2.02924562096	0.243809428309	0.000416608554113	Teichoic acid D-alanyltransferase	DLTB
LCCHNM_00425	456.556625773	0.804406140638	1	3	0.773504255719	0.0016633886471	4.71365562347e-07	Transport protein DltB	DLTB
LCCHNM_00430	3305.99810284	80.1385046506	99	1875	2.18333887948	0.511205253095	4.27103774332e-05	D-alanyl carrier protein	DLTC
LCCHNM_00430	330.356502328	0.86743001781	1	22	0.723431351732	0.00243061901926	2.61360249075e-05	D-alanine--poly(Phosphoribitol) ligase subunit DltC	DLTC
LCCHNM_00435	8.91442302382e-12	0.780383180289	1	626	0.590738898666	0.00139414299485	1.43917670272e-07	D-alanyl-lipoteichoic acid biosynthesis protein DltD	
LCCHNM_00440	2397.92486999	2.3861241619	3	50	1.549169948	0.0	0.0	dTDP-4-keto-6-deoxyglucose-3,5-epimerase	
LCCHNM_00440	1418.16819573	2.3697912791	3	141	1.28962338179	0.249728496959	5.65736639297e-09	Putative dTDP-4-dehydrorhamnose 3,5-epimerase	
LCCHNM_00440	115.462911672	0.617907527881	1	1446	0.636185164669	0.0	0.0	dTDP-4-dehydrorhamnose 3,5-epimerase family protein	
LCCHNM_00445	769.455622589	9.1011152843	12	4218	1.03434828493	0.257671573709	5.09134340779e-06	Glycosyl transferase family 11	
LCCHNM_00450	495.821361174	65.6166266376	100	84842	0.78832854447	0.0	0.0	dTDP-glucose 4,6-dehydratase	RFBB
LCCHNM_00455	106.966344979	6.08539428467	8	74142	0.712862928269	0.151087495437	8.84775497488e-07	Glycosyl transferase family 2	EPSE
LCCHNM_00455	42.7865728009	5.9674119936	8	443196	0.676680747773	0.131255815131	2.68316382197e-05	Glycosyltransferase	EPSE
LCCHNM_00460	111.970863928	5.78652167843	8	57623	0.719113260288	0.159103546943	1.74184315535e-06	Group 1 glycosyl transferase	
LCCHNM_00460	53.8801338683	7.39800967356	10	405146	0.708419530154	0.182755144166	0.000362509947896	Glycosyltransferase	
LCCHNM_00465	1165.73037269	1.18106400621	2	188	1.09913378935	0.0808321129812	3.10195261038e-05	MucBP domain protein	
LCCHNM_00465	964.860196944	0.668809021273	1	88	1.08119160102	0.198579710726	1.37778410648e-05	YSIRK family Gram-positive signal peptide	
LCCHNM_00470	683.406233283	81.7629927097	100	44876	0.943576109406	0.151346216238	6.07433498732e-06	DNA polymerase I	POLA
LCCHNM_00475	633.472204146	2.46667079139	3	47	0.849603017505	0.0117247838247	2.0962799325e-08	Succinyl-CoA synthetase, alpha subunit-related enzyme	YCCU
LCCHNM_00475	596.726268611	62.480402438	76	33975	0.830431450253	0.00328479770746	1.19062449879e-09	CoA-binding domain-containing protein	YCCU
LCCHNM_00475	196.627826939	17.2715706208	21	23894	0.749093706483	0.151778422629	5.85708176112e-07	CoA binding domain protein	YCCU
LCCHNM_00480	1874.46892929	2.64118359228	3	3	1.35039190122	0.0199515476468	0.00150046248507	Membrane protein Spr0034	
LCCHNM_00480	776.090742318	35.8922803542	44	10772	0.96342876884	0.118853046081	1.78744846281e-05	Sulfate exporter family transporter	
LCCHNM_00480	280.753568556	7.32613096849	9	3429	0.717917700073	0.0294643115867	9.37546974064e-06	YeiH family putative sulfate export transporter	
LCCHNM_00480	29.5571132798	0.875642598796	1	4410	0.602409776533	0.001107417291	2.83107699996e-09	Membrane protein, putative	
LCCHNM_00480	18.8426605864	4.05618051124	5	227356	0.6021507836	0.00870512930875	4.15804030553e-08	AraC family transcriptional regulator	
LCCHNM_00485	386.966446038	81.9480277697	100	139844	1.00846600344	0.497506361093	5.26821334239e-05	Aminotransferase	ASPC1
LCCHNM_00490	735.754989732	81.5801143802	100	38701	0.972198122237	0.165836483196	0.000139512501304	DNA repair protein RecO	RECO
LCCHNM_00495	835.024478609	80.0652251542	99	29451	1.04481575629	0.227935125465	1.74175889351e-05	Phosphate acyltransferase	PLSX
LCCHNM_00495	413.507049762	0.800275692651	1	12	0.756724000045	0.00249279220011	1.37146535296e-08	Fatty acid/phospholipid synthesis protein	PLSX
LCCHNM_00500	471.105093109	78.5158857305	100	94342	0.977684111389	0.375927412651	2.72720372894e-05	Acyl carrier protein	ACPP
LCCHNM_00510	4620.09120376	37.3526114387	45	201	2.47789572226	0.0751698699847	0.000960483062175	Competence factor transporting ATP-binding protein/permease ComA	COMA
LCCHNM_00510	769.487802516	9.90012269119	12	509	0.907446921392	0.0182059151162	0.000133268700507	Lactococcin-G-processing and transport ATP-binding protein LagD	COMA
LCCHNM_00510	658.612377608	5.73305671553	7	233	0.86898696477	0.0293245339055	5.37828189875e-07	ABC-type bacteriocin transporter	COMA
LCCHNM_00510	313.895941418	29.5733907161	36	27279	0.748321410451	0.061817003656	1.09731554415e-06	Peptide ABC transporter ATP-binding protein	COMA
LCCHNM_00515	4156.71557186	46.1934268953	57	396	2.28760488479	0.0658543884988	0.00079150691446	Competence protein ComB	COMB
LCCHNM_00515	2334.21268261	17.7300148538	22	185	1.55048945471	0.0505740378412	7.08066078307e-06	Bacteriocin secretion accessory protein	COMB
LCCHNM_00515	1943.94795185	8.8859626292	11	67	1.38093726669	0.0251842354538	0.000522057733984	Lactococcin A secretion protein LcnD	COMB
LCCHNM_00515	87.9022615998	8.03951818121	10	26757	0.647981942145	0.0430584625199	2.61845535571e-06	HlyD family secretion protein	COMB
LCCHNM_00520	717.714266337	80.8038977288	100	40684	1.14076220367	0.497502501473	8.56750195756e-06	Phosphoribosylaminoimidazole-succinocarboxamide synthase	PURC
LCCHNM_00525	576.545470623	80.9358332682	100	63030	0.917773908415	0.183310125363	6.76861551441e-05	Phosphoribosylformylglycinamidine synthase	PURL
LCCHNM_00530	644.562860701	82.0119248947	100	50425	1.09207895914	0.460825026447	0.000827541979037	Amidophosphoribosyltransferase	PURF
LCCHNM_00535	717.32886657	81.7555192973	100	40728	1.10837568221	0.436675067708	0.000317484890221	Phosphoribosylformylglycinamidine cyclo-ligase	PURM
