qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
JBDJKK_00055	MF	0005524	ATP binding	2.97673586842	0.555216748708	3	96
JBDJKK_00055	CC	0016020	membrane	0.139203454803	0.358874089801	3	17
JBDJKK_00060	MF	0004422	hypoxanthine phosphoribosyltransferase activity	11.6267837272	0.799803975335	1	98
JBDJKK_00060	BP	0032263	GMP salvage	10.9134938457	0.784376586137	1	91
JBDJKK_00060	CC	0005737	cytoplasm	1.50600664794	0.482888659568	1	98
JBDJKK_00060	BP	0032264	IMP salvage	10.2730855236	0.770090022472	2	91
JBDJKK_00060	BP	0006166	purine ribonucleoside salvage	9.69163610618	0.756727821812	3	98
JBDJKK_00060	MF	0052657	guanine phosphoribosyltransferase activity	9.6653725431	0.756114926582	3	78
JBDJKK_00060	MF	0000166	nucleotide binding	2.44745658788	0.531855948944	6	98
JBDJKK_00060	MF	0046872	metal ion binding	2.42779040923	0.530941469031	8	98
JBDJKK_00060	BP	0006178	guanine salvage	5.06872522896	0.631600805675	35	41
JBDJKK_00060	BP	0046100	hypoxanthine metabolic process	4.66212390511	0.618215142818	43	41
JBDJKK_00065	MF	0004176	ATP-dependent peptidase activity	8.82453514153	0.736032849862	1	97
JBDJKK_00065	BP	0030163	protein catabolic process	6.38599887653	0.671628153395	1	97
JBDJKK_00065	CC	0005886	plasma membrane	2.47624660157	0.533188087547	1	97
JBDJKK_00065	MF	0004222	metalloendopeptidase activity	7.12583577231	0.692300671595	2	97
JBDJKK_00065	BP	0006508	proteolysis	4.19976146719	0.602263000057	4	97
JBDJKK_00065	MF	0008270	zinc ion binding	4.92744464639	0.627012755841	5	97
JBDJKK_00065	BP	0051301	cell division	3.36922371114	0.571221065342	6	55
JBDJKK_00065	MF	0016887	ATP hydrolysis activity	4.46804226681	0.611620044691	7	97
JBDJKK_00065	MF	0005524	ATP binding	2.96383279799	0.554673209431	15	97
JBDJKK_00175	BP	0008360	regulation of cell shape	6.83585325504	0.684332147756	1	24
JBDJKK_00175	CC	0016020	membrane	0.736157179027	0.429281022839	1	19
JBDJKK_00180	BP	0008360	regulation of cell shape	6.83486863054	0.684304805992	1	14
JBDJKK_00180	CC	0005886	plasma membrane	2.54924937762	0.536531677297	1	14
JBDJKK_00185	MF	0016787	hydrolase activity	2.25311758051	0.522650838665	1	9
JBDJKK_00190	MF	0004749	ribose phosphate diphosphokinase activity	11.1877790687	0.79036695751	1	99
JBDJKK_00190	BP	0006015	5-phosphoribose 1-diphosphate biosynthetic process	10.6215373545	0.777916965997	1	99
JBDJKK_00190	CC	0005737	cytoplasm	1.52081284537	0.483762441767	1	99
JBDJKK_00190	BP	0009156	ribonucleoside monophosphate biosynthetic process	6.52957723866	0.675730104042	3	99
JBDJKK_00190	MF	0000287	magnesium ion binding	5.61197997524	0.648673252299	3	99
JBDJKK_00190	MF	0016301	kinase activity	4.29888020237	0.605753920854	4	99
JBDJKK_00190	MF	0005524	ATP binding	3.0213672438	0.557087809642	6	99
JBDJKK_00190	BP	0009165	nucleotide biosynthetic process	4.93642343378	0.627306281264	8	99
JBDJKK_00195	MF	0008483	transaminase activity	7.02376852429	0.689514751209	1	99
JBDJKK_00195	BP	0009058	biosynthetic process	1.48559198382	0.481676821134	1	99
JBDJKK_00195	MF	0030170	pyridoxal phosphate binding	6.53747846393	0.675954521796	3	99
JBDJKK_00200	BP	0006310	DNA recombination	5.67879338581	0.650714780183	1	100
JBDJKK_00200	BP	0006281	DNA repair	5.2297959179	0.636754207215	2	100
JBDJKK_00205	MF	0043811	phosphate:acyl-[acyl carrier protein] acyltransferase activity	12.2084270005	0.81203692433	1	99
JBDJKK_00205	BP	0006633	fatty acid biosynthetic process	6.90381485224	0.686214619225	1	99
JBDJKK_00205	CC	0005737	cytoplasm	1.52196749355	0.483830403743	1	99
JBDJKK_00205	BP	0008654	phospholipid biosynthetic process	6.23641276953	0.667305212148	3	99
JBDJKK_00210	MF	0000036	acyl carrier activity	11.3142893135	0.793105174183	1	10
JBDJKK_00210	BP	0006633	fatty acid biosynthetic process	6.9638082987	0.687868695112	1	10
JBDJKK_00210	CC	0005737	cytoplasm	1.53519323573	0.484607032649	1	10
JBDJKK_00215	MF	0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	11.3997437883	0.794946116027	1	98
JBDJKK_00215	BP	0009236	cobalamin biosynthetic process	8.18165472653	0.720024155167	1	98
JBDJKK_00215	BP	0006189	'de novo' IMP biosynthetic process	7.74195001613	0.708709705166	3	98
JBDJKK_00215	MF	0005524	ATP binding	2.98956177371	0.555755871187	5	98
JBDJKK_00220	MF	0004642	phosphoribosylformylglycinamidine synthase activity	9.66861961594	0.756190746425	1	90
JBDJKK_00220	BP	0006164	purine nucleotide biosynthetic process	5.33527686966	0.640086129192	1	97
JBDJKK_00220	MF	0046872	metal ion binding	2.40558867261	0.529904622972	5	97
JBDJKK_00220	MF	0016740	transferase activity	0.161511945604	0.363053772883	11	7
JBDJKK_00220	BP	0006541	glutamine metabolic process	0.496733576937	0.407035985225	23	7
JBDJKK_00225	MF	0004044	amidophosphoribosyltransferase activity	11.4165060522	0.795306414306	1	98
JBDJKK_00225	BP	0009113	purine nucleobase biosynthetic process	9.0923060136	0.742528107112	1	98
JBDJKK_00225	BP	0006189	'de novo' IMP biosynthetic process	7.74557457488	0.708804266972	3	98
JBDJKK_00225	MF	0000287	magnesium ion binding	5.55550323184	0.646938070438	3	98
JBDJKK_00225	BP	0006541	glutamine metabolic process	7.06625504455	0.690676861683	8	98
JBDJKK_00230	MF	0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	11.4208785796	0.79540035656	1	98
JBDJKK_00230	BP	0006189	'de novo' IMP biosynthetic process	7.74446980547	0.708775446776	1	98
JBDJKK_00230	CC	0005737	cytoplasm	1.50529325321	0.482846450622	1	98
JBDJKK_00230	MF	0005524	ATP binding	2.99053479289	0.555796723714	5	98
JBDJKK_00230	MF	0004637	phosphoribosylamine-glycine ligase activity	0.109265531665	0.352696349598	22	1
JBDJKK_00230	BP	0046084	adenine biosynthetic process	0.10884800281	0.352604559252	43	1
JBDJKK_00235	MF	0004644	phosphoribosylglycinamide formyltransferase activity	11.1072897001	0.788616762512	1	97
JBDJKK_00235	BP	0006189	'de novo' IMP biosynthetic process	7.66970898853	0.70682035685	1	97
JBDJKK_00235	CC	0016020	membrane	0.00956550465988	0.318901053389	1	1
JBDJKK_00240	CC	0016020	membrane	0.920293200104	0.4439931382	1	3
JBDJKK_00245	MF	0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	11.4447518571	0.795912948926	1	99
JBDJKK_00245	BP	0006189	'de novo' IMP biosynthetic process	7.82369538318	0.710837024551	1	99
JBDJKK_00245	CC	0016020	membrane	0.00909139338597	0.31854464555	1	1
JBDJKK_00245	MF	0003937	IMP cyclohydrolase activity	11.362303332	0.794140390283	2	99
JBDJKK_00255	MF	0004637	phosphoribosylamine-glycine ligase activity	10.8611495923	0.783224870097	1	98
JBDJKK_00255	BP	0009113	purine nucleobase biosynthetic process	9.09371505056	0.742562030964	1	98
JBDJKK_00255	BP	0006189	'de novo' IMP biosynthetic process	7.74677490853	0.70883557783	3	98
JBDJKK_00255	MF	0005524	ATP binding	2.99142491076	0.555834089782	4	98
JBDJKK_00255	MF	0046872	metal ion binding	2.42736264339	0.530921536785	15	98
JBDJKK_00260	MF	0034023	5-(carboxyamino)imidazole ribonucleotide mutase activity	11.8515466272	0.804566613812	1	99
JBDJKK_00260	BP	0006189	'de novo' IMP biosynthetic process	7.8244070665	0.710855496281	1	99
JBDJKK_00260	MF	0016829	lyase activity	2.50339798775	0.534437328076	4	53
JBDJKK_00265	MF	0034028	5-(carboxyamino)imidazole ribonucleotide synthase activity	12.3660272136	0.815301063831	1	99
JBDJKK_00265	BP	0006189	'de novo' IMP biosynthetic process	7.82502740979	0.710871596597	1	99
JBDJKK_00265	CC	0016020	membrane	0.00905727853579	0.31851864558	1	1
JBDJKK_00265	MF	0004638	phosphoribosylaminoimidazole carboxylase activity	12.0708058189	0.809169307205	2	99
JBDJKK_00265	MF	0005524	ATP binding	3.0216421927	0.557099293213	8	99
JBDJKK_00265	MF	0046872	metal ion binding	2.45188216288	0.532061231777	19	99
JBDJKK_00275	MF	0043727	5-amino-4-imidazole carboxylate lyase activity	14.8060706981	0.849675515796	1	2
JBDJKK_00275	MF	0004638	phosphoribosylaminoimidazole carboxylase activity	12.1522982023	0.810869328477	2	2
JBDJKK_00290	MF	0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	11.4390487192	0.79579054329	1	99
JBDJKK_00290	BP	0044208	'de novo' AMP biosynthetic process	9.75035040743	0.758095001796	1	94
JBDJKK_00290	MF	0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity	10.9808411557	0.785854354984	2	93
JBDJKK_00290	BP	0006189	'de novo' IMP biosynthetic process	7.42719652384	0.70041186664	4	94
JBDJKK_00295	CC	0016020	membrane	0.920619973168	0.444017865757	1	5
JBDJKK_00300	MF	0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity	7.71600526818	0.708032180354	1	2
JBDJKK_00300	MF	0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	7.5498453499	0.703665777362	2	2
JBDJKK_00305	MF	0004814	arginine-tRNA ligase activity	10.6293138593	0.778090166002	1	98
JBDJKK_00305	BP	0006420	arginyl-tRNA aminoacylation	10.2898306819	0.770469161559	1	98
JBDJKK_00305	CC	0005737	cytoplasm	1.50685901555	0.482939077924	1	98
JBDJKK_00305	MF	0005524	ATP binding	2.99364546038	0.555927281534	8	98
JBDJKK_00310	MF	0034618	arginine binding	13.0024574419	0.828275524969	1	21
JBDJKK_00310	BP	0051259	protein complex oligomerization	8.74054973942	0.733975389206	1	21
JBDJKK_00310	CC	0005737	cytoplasm	1.53592565142	0.484649942889	1	21
JBDJKK_00310	BP	0006526	arginine biosynthetic process	8.212410353	0.720804044643	2	21
JBDJKK_00310	MF	0003700	DNA-binding transcription factor activity	4.55656019546	0.614645383678	5	21
JBDJKK_00310	MF	0003677	DNA binding	3.20582454545	0.564677935842	7	21
JBDJKK_00310	BP	0006355	regulation of DNA-templated transcription	3.43501376814	0.573810632778	25	21
JBDJKK_00320	MF	0030983	mismatched DNA binding	9.78398991396	0.758876453282	1	97
JBDJKK_00320	BP	0006298	mismatch repair	8.96528472032	0.739459078536	1	97
JBDJKK_00320	MF	0140664	ATP-dependent DNA damage sensor activity	9.1759867452	0.744538260715	2	97
JBDJKK_00320	MF	0003684	damaged DNA binding	8.46878707079	0.727249141006	4	96
JBDJKK_00320	MF	0005524	ATP binding	3.05188214162	0.558359128097	12	97
JBDJKK_00325	CC	0016020	membrane	0.920909950834	0.44403980526	1	20
JBDJKK_00330	MF	0000156	phosphorelay response regulator activity	8.39103367915	0.725304919965	1	69
JBDJKK_00330	BP	0000160	phosphorelay signal transduction system	5.19039314038	0.635500946484	1	69
JBDJKK_00330	CC	0005737	cytoplasm	0.118429366528	0.354668500795	1	8
JBDJKK_00330	MF	0003677	DNA binding	3.20610995035	0.56468950811	3	70
JBDJKK_00330	MF	0016301	kinase activity	0.364983576055	0.392420940107	7	4
JBDJKK_00335	CC	0016020	membrane	0.920837279858	0.44403430735	1	20
JBDJKK_00340	CC	0032300	mismatch repair complex	10.7501928988	0.780774308164	1	97
JBDJKK_00340	MF	0030983	mismatched DNA binding	9.69177443615	0.756731047726	1	97
JBDJKK_00340	BP	0006298	mismatch repair	8.88078565383	0.737405395357	1	97
JBDJKK_00340	MF	0140664	ATP-dependent DNA damage sensor activity	9.08950178257	0.742460584866	2	97
JBDJKK_00340	MF	0016887	ATP hydrolysis activity	4.55741557974	0.614674474698	8	97
JBDJKK_00340	MF	0005524	ATP binding	3.0231177242	0.557160911636	16	97
JBDJKK_00340	MF	0004519	endonuclease activity	1.98604921865	0.509326379333	30	33
JBDJKK_00345	CC	0016020	membrane	0.919012708202	0.443896198538	1	3
JBDJKK_00350	CC	0009379	Holliday junction helicase complex	11.3942646192	0.794828286	1	98
JBDJKK_00350	MF	0000400	four-way junction DNA binding	10.6262843705	0.778022700105	1	98
JBDJKK_00350	BP	0032508	DNA duplex unwinding	7.22730532003	0.695050569558	1	98
JBDJKK_00350	MF	0009378	four-way junction helicase activity	10.1886217889	0.76817289103	3	98
JBDJKK_00350	CC	0048476	Holliday junction resolvase complex	9.77666343731	0.758706372549	3	98
JBDJKK_00350	BP	0006310	DNA recombination	5.62167723521	0.64897030952	5	98
JBDJKK_00350	BP	0006281	DNA repair	5.17719569265	0.63508012028	6	98
JBDJKK_00350	CC	0005737	cytoplasm	1.52069788327	0.483755673747	9	98
JBDJKK_00350	MF	0005524	ATP binding	3.021138851	0.557078270145	11	98
JBDJKK_00350	CC	0016020	membrane	0.0176529944778	0.323991935846	12	2
JBDJKK_00350	MF	0016787	hydrolase activity	1.18607699792	0.462833199519	27	52
JBDJKK_00355	MF	0043733	DNA-3-methylbase glycosylase activity	10.8921313579	0.783906887579	1	44
JBDJKK_00355	BP	0006284	base-excision repair	7.95517254092	0.714235371961	1	44
JBDJKK_00355	CC	0016020	membrane	0.0125637157965	0.320975175043	1	1
JBDJKK_00355	MF	0046872	metal ion binding	2.38238799093	0.52881599967	9	44
JBDJKK_00365	MF	0140664	ATP-dependent DNA damage sensor activity	9.17592110933	0.74453668763	1	98
JBDJKK_00365	BP	0009432	SOS response	8.41438410849	0.725889739588	1	98
JBDJKK_00365	CC	0005737	cytoplasm	1.53616160813	0.484663764771	1	98
JBDJKK_00365	BP	0006310	DNA recombination	5.67884313973	0.650716295958	2	98
JBDJKK_00365	MF	0003684	damaged DNA binding	8.56298664323	0.729592680472	3	98
JBDJKK_00365	BP	0006281	DNA repair	5.22984173799	0.636755661834	3	98
JBDJKK_00365	MF	0003697	single-stranded DNA binding	8.5197072907	0.728517566411	4	98
JBDJKK_00365	MF	0016887	ATP hydrolysis activity	4.60074565388	0.616144545065	8	98
JBDJKK_00365	MF	0005524	ATP binding	3.0518603115	0.558358220883	16	98
JBDJKK_00455	MF	0003887	DNA-directed DNA polymerase activity	7.89154880277	0.712594396959	1	98
JBDJKK_00455	BP	0006261	DNA-templated DNA replication	6.96941092927	0.68802280052	1	98
JBDJKK_00455	CC	0005737	cytoplasm	1.50712721922	0.482954939477	1	98
JBDJKK_00455	MF	0008408	3'-5' exonuclease activity	7.84232079491	0.711320170444	2	98
JBDJKK_00455	BP	0071897	DNA biosynthetic process	6.32376973341	0.669835988695	2	98
JBDJKK_00455	MF	0003677	DNA binding	3.14571569791	0.562229124348	11	98
JBDJKK_00460	MF	0004177	aminopeptidase activity	8.15195507329	0.719269650226	1	100
JBDJKK_00460	BP	0006508	proteolysis	4.28270729537	0.605187086605	1	99
JBDJKK_00460	MF	0008237	metallopeptidase activity	6.23968980442	0.66740046834	3	99
JBDJKK_00460	MF	0046872	metal ion binding	2.45247182319	0.532088569517	6	99
JBDJKK_00465	CC	0005886	plasma membrane	2.53006179011	0.535657558706	1	1
JBDJKK_00470	MF	0003700	DNA-binding transcription factor activity	4.55669399172	0.614649934175	1	28
JBDJKK_00470	BP	0006950	response to stress	3.99053928809	0.594756372853	1	26
JBDJKK_00470	BP	0006355	regulation of DNA-templated transcription	3.43511463194	0.573814583755	2	28
JBDJKK_00470	MF	0003677	DNA binding	0.279385882295	0.381448314196	3	3
JBDJKK_00480	MF	0008785	alkyl hydroperoxide reductase activity	13.2432729624	0.833101791819	1	96
JBDJKK_00480	BP	0000302	response to reactive oxygen species	8.71585856744	0.733368630543	1	96
JBDJKK_00480	CC	0005829	cytosol	3.5425414736	0.577990218613	1	96
JBDJKK_00480	MF	0004791	thioredoxin-disulfide reductase (NADPH) activity	10.3546311317	0.771933455925	2	96
JBDJKK_00480	BP	0045454	cell redox homeostasis	8.49233618593	0.727836223339	2	96
JBDJKK_00480	BP	0098869	cellular oxidant detoxification	6.85377356037	0.684829428122	5	96
JBDJKK_00480	MF	0051287	NAD binding	6.62317030854	0.678379762018	9	96
JBDJKK_00480	MF	0050660	flavin adenine dinucleotide binding	6.02449514357	0.661091178471	10	96
JBDJKK_00480	MF	0004601	peroxidase activity	0.397534557476	0.39624909599	24	5
JBDJKK_00485	MF	0102039	NADH-dependent peroxiredoxin activity	10.6934617577	0.779516471887	1	75
JBDJKK_00485	BP	0042744	hydrogen peroxide catabolic process	8.54106262348	0.729048400413	1	87
JBDJKK_00485	CC	0005829	cytosol	3.20998012421	0.564846380636	1	87
JBDJKK_00485	MF	0008379	thioredoxin peroxidase activity	9.42082329257	0.750367582745	2	87
JBDJKK_00485	BP	0045454	cell redox homeostasis	7.69510549645	0.707485571968	3	87
JBDJKK_00485	BP	0006979	response to oxidative stress	7.18031712281	0.693779571698	5	97
JBDJKK_00485	BP	0098869	cellular oxidant detoxification	6.99614961325	0.688757420371	6	99
JBDJKK_00485	MF	0016787	hydrolase activity	0.0456580285125	0.335725957543	10	2
JBDJKK_00490	CC	0015935	small ribosomal subunit	6.85222944869	0.684786605336	1	98
JBDJKK_00490	MF	0003735	structural constituent of ribosome	3.75392381124	0.586025658036	1	98
JBDJKK_00490	BP	0006412	translation	3.23880777154	0.566011909028	1	98
JBDJKK_00495	MF	0003746	translation elongation factor activity	8.06897598991	0.717154292685	1	100
JBDJKK_00495	BP	0006414	translational elongation	7.43999713099	0.700752720118	1	100
JBDJKK_00495	CC	0005737	cytoplasm	1.53616069647	0.48466371137	1	100
JBDJKK_00500	CC	0016020	membrane	0.921019160752	0.444048067109	1	93
JBDJKK_00505	BP	0006355	regulation of DNA-templated transcription	3.43545271558	0.573827826545	1	98
JBDJKK_00505	MF	0003677	DNA binding	3.20623420566	0.564694546111	1	98
JBDJKK_00505	BP	1902679	negative regulation of RNA biosynthetic process	0.0638478508964	0.341389328072	17	1
JBDJKK_00510	BP	0034605	cellular response to heat	9.66611468622	0.756132256905	1	97
JBDJKK_00510	MF	0016887	ATP hydrolysis activity	4.55764022499	0.614682114273	1	97
JBDJKK_00510	CC	0005737	cytoplasm	1.52176896182	0.483818720107	1	97
JBDJKK_00510	MF	0005524	ATP binding	3.05187992524	0.558359035989	7	98
JBDJKK_00510	BP	0006508	proteolysis	2.55719597551	0.536892732529	9	58
JBDJKK_00510	MF	0008233	peptidase activity	2.73642469586	0.544891905192	14	58
JBDJKK_00515	MF	0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	10.0223020186	0.764374443873	1	37
JBDJKK_00515	BP	0009252	peptidoglycan biosynthetic process	5.20774313294	0.636053371465	1	28
JBDJKK_00515	BP	0006508	proteolysis	4.32438929486	0.606645810501	11	37
JBDJKK_00520	MF	0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	10.0224840041	0.764378617251	1	82
JBDJKK_00520	BP	0009252	peptidoglycan biosynthetic process	5.62638585071	0.649114456645	1	68
JBDJKK_00520	BP	0006508	proteolysis	4.32446781735	0.606648551863	11	82
JBDJKK_00525	MF	0004654	polyribonucleotide nucleotidyltransferase activity	11.3935294881	0.794812474784	1	97
JBDJKK_00525	BP	0006402	mRNA catabolic process	8.33353319281	0.723861321743	1	97
JBDJKK_00525	CC	0005737	cytoplasm	1.5069432126	0.482944057486	1	97
JBDJKK_00525	MF	0000287	magnesium ion binding	5.56079938348	0.647101162139	2	97
JBDJKK_00525	CC	0016020	membrane	0.0263022057219	0.328248470339	3	3
JBDJKK_00525	MF	0003723	RNA binding	3.31842684584	0.569204302286	5	97
JBDJKK_00525	MF	0016787	hydrolase activity	0.050298187688	0.337264377822	15	2
JBDJKK_00525	BP	0006396	RNA processing	4.43803789078	0.610587774147	16	97
JBDJKK_00530	MF	0004654	polyribonucleotide nucleotidyltransferase activity	11.5769775714	0.798742388077	1	1
JBDJKK_00535	MF	0009001	serine O-acetyltransferase activity	11.7621567383	0.802677932241	1	100
JBDJKK_00535	BP	0006535	cysteine biosynthetic process from serine	9.90345473723	0.761640841207	1	100
JBDJKK_00535	CC	0005737	cytoplasm	1.53614438669	0.484662756009	1	100
JBDJKK_00540	CC	0016020	membrane	0.913227714654	0.443457401378	1	1
JBDJKK_00545	MF	0004817	cysteine-tRNA ligase activity	11.110201394	0.788680185955	1	98
JBDJKK_00545	BP	0006423	cysteinyl-tRNA aminoacylation	10.7782387717	0.781394912027	1	98
JBDJKK_00545	CC	0005737	cytoplasm	1.50657700677	0.482922398415	1	98
JBDJKK_00545	MF	0008270	zinc ion binding	4.92311355381	0.626871072537	5	97
JBDJKK_00545	MF	0005524	ATP binding	2.99308519939	0.555903771831	10	98
JBDJKK_00550	MF	0004525	ribonuclease III activity	10.9504429184	0.785187904183	1	98
JBDJKK_00550	BP	0006364	rRNA processing	6.36326052727	0.670974318274	1	98
JBDJKK_00550	CC	0005737	cytoplasm	1.52130104299	0.483791179966	1	97
JBDJKK_00550	MF	0019843	rRNA binding	6.14415536092	0.664613146802	7	97
JBDJKK_00565	MF	0008173	RNA methyltransferase activity	7.26694965673	0.696119711168	1	99
JBDJKK_00565	BP	0006396	RNA processing	4.52405426132	0.613537848965	1	99
JBDJKK_00565	CC	0005737	cytoplasm	1.53615021554	0.48466309744	1	99
JBDJKK_00565	BP	0032259	methylation	4.40404026585	0.609413893819	2	86
JBDJKK_00565	MF	0003723	RNA binding	3.3827433389	0.571755262303	6	99
JBDJKK_00565	MF	0008757	S-adenosylmethionine-dependent methyltransferase activity	0.0709617040529	0.34337930254	15	1
JBDJKK_00565	MF	0140101	catalytic activity, acting on a tRNA	0.0644724570774	0.341568352166	16	1
JBDJKK_00570	MF	0003677	DNA binding	3.2057190492	0.564673658172	1	16
JBDJKK_00575	MF	0008289	lipid binding	7.26133840721	0.695968562617	1	95
JBDJKK_00575	BP	0032259	methylation	0.270645394832	0.380238253124	1	5
JBDJKK_00575	CC	0016020	membrane	0.0158557763792	0.322983543629	1	2
JBDJKK_00575	MF	0008168	methyltransferase activity	0.283509646555	0.382012645917	3	5
JBDJKK_00580	CC	0016020	membrane	0.920717911769	0.444025276108	1	10
JBDJKK_00580	CC	0071944	cell periphery	0.24098114851	0.375978434279	3	1
JBDJKK_00585	MF	0003677	DNA binding	3.20606331688	0.564687617306	1	94
JBDJKK_00590	CC	1990904	ribonucleoprotein complex	4.38609016602	0.608792279438	1	98
JBDJKK_00590	MF	0003735	structural constituent of ribosome	3.7522397278	0.585962546868	1	98
JBDJKK_00590	BP	0006412	translation	3.23735477921	0.565953287643	1	98
JBDJKK_00590	CC	0005840	ribosome	3.3553128737	0.570670290688	2	100
JBDJKK_00590	CC	0005737	cytoplasm	1.50554292769	0.482861224082	8	98
JBDJKK_00595	CC	1990904	ribonucleoprotein complex	4.42988198538	0.61030657567	1	99
JBDJKK_00595	MF	0003735	structural constituent of ribosome	3.78970302613	0.587363157288	1	99
JBDJKK_00595	BP	0006412	translation	3.26967733764	0.567254257434	1	99
JBDJKK_00595	CC	0005840	ribosome	3.35529434576	0.570669556347	2	100
JBDJKK_00605	MF	0004803	transposase activity	8.57857612649	0.729979277202	1	41
JBDJKK_00605	BP	0006313	DNA transposition	7.98978849682	0.715125426198	1	41
JBDJKK_00605	CC	0016020	membrane	0.0244845817631	0.327420242444	1	1
JBDJKK_00605	MF	0003677	DNA binding	3.20617455555	0.564692127576	4	41
JBDJKK_00610	CC	0005840	ribosome	3.34255276579	0.570164072265	1	1
JBDJKK_00615	MF	0016787	hydrolase activity	1.79731229039	0.499360748254	1	70
JBDJKK_00615	CC	0016020	membrane	0.65307989359	0.422040996756	1	66
JBDJKK_00620	CC	0016020	membrane	0.921007369684	0.444047175125	1	32
JBDJKK_00620	MF	0016787	hydrolase activity	0.0684135163701	0.342678479461	1	1
JBDJKK_00630	MF	0016491	oxidoreductase activity	3.02750561165	0.557344061697	1	5
JBDJKK_00635	MF	0016853	isomerase activity	4.2405843129	0.6037057001	1	36
JBDJKK_00635	BP	0006096	glycolytic process	2.10573447815	0.515401884738	1	10
JBDJKK_00635	CC	0005829	cytosol	0.505331469776	0.407917845311	1	6
JBDJKK_00635	MF	0004331	fructose-2,6-bisphosphate 2-phosphatase activity	1.78683035993	0.498792287203	4	6
