# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	111875	112810	-	IPMCLH_00280	fmt	methionyl-tRNA formyltransferase	COG:COG0223, COG:J, EC:2.1.2.9, GO:0004479, SO:0001217, UniRef:UniRef50_Q8DVK4, UniRef:UniRef90_Q5LYX4
contig_1	cds	112828	115224	-	IPMCLH_00285	priA	primosomal protein N'	COG:COG1198, COG:L, RefSeq:WP_149561432.1, SO:0001217, UniParc:UPI0011F232F8, UniRef:UniRef100_A0A5C1JNM6, UniRef:UniRef50_A0A511J1H8, UniRef:UniRef90_A0A3S4LYQ7
contig_1	cds	115368	115682	-	IPMCLH_00290	rpoZ	DNA-directed RNA polymerase subunit omega	COG:COG1758, COG:K, RefSeq:WP_002886855.1, SO:0001217, UniParc:UPI00021460D8, UniRef:UniRef100_A0A074IPV7, UniRef:UniRef50_A3CPX6, UniRef:UniRef90_A0A074IPV7
contig_1	cds	115704	116333	-	IPMCLH_00295	gmk	guanylate kinase	COG:COG0194, COG:F, EC:2.7.4.8, GO:0004385, GO:0005524, GO:0005737, GO:0016310, RefSeq:WP_002884259.1, SO:0001217, UniParc:UPI00019FCAE9, UniRef:UniRef100_A0A0A1DYR4, UniRef:UniRef50_O34328, UniRef:UniRef90_Q5LYX1
contig_1	cds	116567	117964	-	IPMCLH_00300	ftsY	signal recognition particle-docking protein FtsY	RefSeq:WP_156209482.1, SO:0001217, UniParc:UPI0012E24405, UniRef:UniRef100_UPI0012E24405, UniRef:UniRef50_M4YW18, UniRef:UniRef90_A0A3S4MD13
contig_1	cds	117975	118793	-	IPMCLH_00305	cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	COG:COG0561, COG:HR, RefSeq:WP_070849823.1, SO:0001217, UniParc:UPI0008A875C8, UniRef:UniRef100_UPI0008A875C8, UniRef:UniRef50_A0A1W5ZDY0, UniRef:UniRef90_A0A1W5ZDY0
contig_1	cds	118786	119580	-	IPMCLH_00310	cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	COG:COG0561, COG:HR, RefSeq:WP_013990229.1, SO:0001217, UniParc:UPI0002145D32, UniRef:UniRef100_A0A0F3HA79, UniRef:UniRef50_Q8DUY7, UniRef:UniRef90_A0A0P6V0W9
contig_1	cds	119762	120139	+	IPMCLH_00315	yhcF	DNA-binding transcriptional regulator YhcF, GntR family	COG:COG1725, COG:K, RefSeq:WP_014632823.1, SO:0001217, UniParc:UPI000217A2D5, UniRef:UniRef100_F8HBN0, UniRef:UniRef50_A0A0M9FHV6, UniRef:UniRef90_A0A1W5ZDV4
contig_1	cds	120144	120842	+	IPMCLH_00320	ccmA	ABC-type multidrug transport system, ATPase component	COG:COG1131, COG:V, RefSeq:WP_002884466.1, SO:0001217, UniParc:UPI00019FCAEE, UniRef:UniRef100_A0A0F3HA60, UniRef:UniRef50_A0A0Z8CJW8, UniRef:UniRef90_E8KU02
contig_1	cds	120854	121639	+	IPMCLH_00325		ABC transporter membrane-spanning protein	SO:0001217, UniRef:UniRef50_E3CRM5, UniRef:UniRef90_F8LHQ7
contig_1	cds	121691	122620	-	IPMCLH_00330	gsiA	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	COG:COG1123, COG:O, RefSeq:WP_049527675.1, SO:0001217, UniParc:UPI00066A39D4, UniRef:UniRef100_UPI00066A39D4, UniRef:UniRef50_P24137, UniRef:UniRef90_A0A1W5ZDS1
contig_1	cds	122613	123698	-	IPMCLH_00335	dppD	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	COG:COG0444, COG:EP, SO:0001217, UniRef:UniRef50_A0A0F2CNN2, UniRef:UniRef90_A0A074IQF0
contig_1	cds	123708	124634	-	IPMCLH_00340	dppC	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG1173, COG:EP, RefSeq:WP_215643792.1, SO:0001217, UniParc:UPI001C022CB9, UniRef:UniRef100_UPI001C022CB9, UniRef:UniRef50_P0A4M9, UniRef:UniRef90_A0A0F3HAC7
contig_1	cds	124634	126127	-	IPMCLH_00345	dppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG0601, COG:EP, RefSeq:WP_060971834.1, SO:0001217, UniParc:UPI000769F7D0, UniRef:UniRef100_A0A1V0H954, UniRef:UniRef50_P0A4M7, UniRef:UniRef90_A0A1W5ZDT1
contig_1	cds	126188	128158	-	IPMCLH_00350	amiA	Oligopeptide-binding protein AmiA	RefSeq:WP_037601734.1, SO:0001217, UniParc:UPI0004501676, UniRef:UniRef100_X8IS31, UniRef:UniRef50_P35592, UniRef:UniRef90_W3XSL6
contig_1	cds	128340	130310	-	IPMCLH_00355		Oligopeptide ABC uptake transporter substrate-binding protein	KEGG:K15580, RefSeq:WP_215643790.1, SO:0001217, UniParc:UPI001C01FBC3, UniRef:UniRef100_UPI001C01FBC3, UniRef:UniRef50_P35592, UniRef:UniRef90_F8LHQ1
contig_1	cds	130547	131530	-	IPMCLH_00360	pta	phosphate acetyltransferase	COG:C, COG:COG0280, RefSeq:WP_070849831.1, SO:0001217, UniParc:UPI0008A98E9D, UniRef:UniRef100_A0A412A941, UniRef:UniRef50_P39646, UniRef:UniRef90_Q5M3G9
contig_1	cds	131544	132440	-	IPMCLH_00365	rluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	COG:COG0564, COG:J, RefSeq:WP_155213903.1, SO:0001217, UniParc:UPI0012BC35B6, UniRef:UniRef100_UPI0012BC35B6, UniRef:UniRef50_A5LMI3, UniRef:UniRef90_A0A3R9HRN4
contig_1	cds	132437	133273	-	IPMCLH_00370	nadK	NAD kinase	COG:COG0061, COG:H, EC:2.7.1.23, GO:0003951, GO:0005524, GO:0005737, GO:0006741, GO:0016310, GO:0019674, GO:0046872, GO:0051287, KEGG:K00858, RefSeq:WP_002884507.1, SO:0001217, UniParc:UPI00019FCBD2, UniRef:UniRef100_J7TMU4, UniRef:UniRef50_Q88V61, UniRef:UniRef90_Q5LYV4
contig_1	cds	133245	133913	-	IPMCLH_00375	yjbM	ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase)	COG:COG2357, COG:FT, SO:0001217, UniRef:UniRef50_A0A0D0YU37, UniRef:UniRef90_A0A564SIK7
contig_1	cds	134015	134590	+	IPMCLH_00380	yjbK	putative triphosphatase or cyclase YjbK, contains CYTH domain	COG:COG4116, COG:R, SO:0001217, UniRef:UniRef50_A0A4U9IB10, UniRef:UniRef90_E8KTZ1
contig_1	cds	134865	135836	+	IPMCLH_00385	prs	ribose-phosphate diphosphokinase	COG:COG0462, COG:F, RefSeq:WP_138261671.1, SO:0001217, UniParc:UPI001105BBCB, UniRef:UniRef100_A0A6A8UCK7, UniRef:UniRef50_Q82ZA5, UniRef:UniRef90_A0A0F3HPA2
contig_1	cds	135840	136964	+	IPMCLH_00390	nifS	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	COG:COG1104, COG:E, RefSeq:WP_138261672.1, SO:0001217, UniParc:UPI001106F58D, UniRef:UniRef100_UPI001106F58D, UniRef:UniRef50_A0A3S4M0Q8, UniRef:UniRef90_E3CRL3
contig_1	cds	136954	137301	+	IPMCLH_00395		Cytosolic protein	RefSeq:WP_002884733.1, SO:0001217, UniParc:UPI00019FCBD7, UniRef:UniRef100_A0A0A1DYT0, UniRef:UniRef50_S6FTH4, UniRef:UniRef90_Q5M3G2
contig_1	cds	137443	138102	+	IPMCLH_00400	rex	redox-sensing transcriptional repressor Rex	COG:COG2344, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0045892, GO:0051775, SO:0001217, UniRef:UniRef50_Q8E565, UniRef:UniRef90_Q03JN2
contig_1	cds	138095	138790	+	IPMCLH_00405	puuD	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	COG:COG2071, COG:E, RefSeq:WP_138261673.1, SO:0001217, UniParc:UPI001105B80B, UniRef:UniRef100_UPI001105B80B, UniRef:UniRef50_E6LDF8, UniRef:UniRef90_A0A0A1DW15
contig_1	cds	138848	139534	-	IPMCLH_00410	radC	DNA repair protein RadC	COG:COG2003, COG:L, GO:0006508, GO:0008237, GO:0046872, RefSeq:WP_138261674.1, SO:0001217, UniParc:UPI0011070AED, UniRef:UniRef100_UPI0011070AED, UniRef:UniRef50_P0DH28, UniRef:UniRef90_Q5M3F9
contig_1	cds	139580	141223	-	IPMCLH_00415		Rhamnosyltransferase	RefSeq:WP_138261675.1, SO:0001217, UniParc:UPI00110612E0, UniRef:UniRef100_UPI00110612E0, UniRef:UniRef50_T0TEQ3, UniRef:UniRef90_F8HBL0
contig_1	cds	141224	142426	-	IPMCLH_00420	rgpD	Polysaccharide ABC transporter ATP-binding protein RgpD	RefSeq:WP_013990211.1, SO:0001217, UniParc:UPI000214693C, UniRef:UniRef100_F8LHN8, UniRef:UniRef50_A0A116M333, UniRef:UniRef90_F8LHN8
contig_1	cds	142426	143232	-	IPMCLH_00425		Transport permease protein	RefSeq:WP_002886828.1, SO:0001217, UniParc:UPI000214693B, UniRef:UniRef100_A0A074ISP5, UniRef:UniRef50_A0A098CV61, UniRef:UniRef90_A0A074ISP5
contig_1	cds	143233	144171	-	IPMCLH_00430		Putative rhamnosyltransferase-possibly	RefSeq:WP_013990210.1, SO:0001217, UniParc:UPI000214693A, UniRef:UniRef100_F8LHN6, UniRef:UniRef50_A3CNZ8, UniRef:UniRef90_F8LHN6
contig_1	cds	144168	145316	-	IPMCLH_00435		DUF1972 domain-containing protein	EC:2.4.1.-, KEGG:K12996, RefSeq:WP_013990209.1, SO:0001217, UniParc:UPI0002146939, UniRef:UniRef100_A0A412A970, UniRef:UniRef50_I7LS87, UniRef:UniRef90_F8HBC5
contig_1	cds	145514	147031	-	IPMCLH_00440		Glucosyl transferase GtrII	RefSeq:WP_013990208.1, SO:0001217, UniParc:UPI0002146938, UniRef:UniRef100_F8LHN4, UniRef:UniRef50_F8LHN4, UniRef:UniRef90_F8LHN4
contig_1	cds	147048	148295	-	IPMCLH_00445		Glycosyltransferase	RefSeq:WP_013990207.1, SO:0001217, UniParc:UPI0002146937, UniRef:UniRef100_F8LHN3, UniRef:UniRef50_A0A380JK52, UniRef:UniRef90_A0A3R9IDL6
contig_1	cds	148299	149534	-	IPMCLH_00450		DUF2142 domain-containing protein	SO:0001217, UniParc:UPI0002146936, UniRef:UniRef100_F8LHN2, UniRef:UniRef50_A0A3R9KH60, UniRef:UniRef90_E3CRK1
contig_1	cds	149593	154176	-	IPMCLH_00455		hypothetical protein	PFAM:PF01609.24, PFAM:PF05598.14, PFAM:PF13524.9, PFAM:PF13641.9, PFAM:PF13692.9, PFAM:PF13751.9
contig_1	cds	154313	155089	-	IPMCLH_00460		Glycosyltransferase, group 2 family protein	RefSeq:WP_002886818.1, SO:0001217, UniParc:UPI0002146934, UniRef:UniRef100_F8LHN0, UniRef:UniRef50_A0A2X3V1L4, UniRef:UniRef90_E3CRJ9
contig_1	cds	155079	155435	-	IPMCLH_00465		DUF2304 domain-containing protein	RefSeq:WP_002886817.1, SO:0001217, UniParc:UPI0002146933, UniRef:UniRef100_A0A3R9PEC6, UniRef:UniRef50_A3CP04, UniRef:UniRef90_A0A3R9PEC6
contig_1	cds	155435	156139	-	IPMCLH_00470		Glycosyl transferase	SO:0001217, UniParc:UPI000217A21A, UniRef:UniRef100_F8HBB8, UniRef:UniRef50_U4M5H1, UniRef:UniRef90_U4M5H1
contig_1	cds	156214	157200	-	IPMCLH_00475		Glycosyl transferase	RefSeq:WP_002886815.1, SO:0001217, UniParc:UPI000217A219, UniRef:UniRef100_F8HBB7, UniRef:UniRef50_A0A4Y9FS41, UniRef:UniRef90_F8HBB7
contig_1	cds	157202	158488	-	IPMCLH_00480		Polysaccharide biosynthesis protein	RefSeq:WP_138261848.1, SO:0001217, UniParc:UPI0011069F5F, UniRef:UniRef100_UPI0011069F5F, UniRef:UniRef50_A0A091BQW1, UniRef:UniRef90_V8BFX3
contig_1	cds	158574	159425	-	IPMCLH_00485	rfbD	dTDP-4-dehydrorhamnose reductase	COG:COG1091, COG:M, RefSeq:WP_002886813.1, SO:0001217, UniParc:UPI000217A217, UniRef:UniRef100_A0A6G4NDM8, UniRef:UniRef50_Q9AH81, UniRef:UniRef90_Q9AH81
contig_1	cds	159510	160985	-	IPMCLH_00490	pcfV	PcfV	RefSeq:WP_014632797.1, SO:0001217, UniParc:UPI000217A216, UniRef:UniRef100_A0A3R9HAR3, UniRef:UniRef50_F8LHM4, UniRef:UniRef90_F8LHM4
contig_1	cds	160989	161915	-	IPMCLH_00495	wcaA	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0463, COG:M, RefSeq:WP_049554123.1, SO:0001217, UniParc:UPI00066B7F55, UniRef:UniRef100_A0A3R9IM71, UniRef:UniRef50_A0A3S4I5T5, UniRef:UniRef90_U4M644
contig_1	cds	161926	162261	-	IPMCLH_00500	paaD	Metal-sulfur cluster biosynthetic enzyme	COG:COG2151, COG:O, RefSeq:WP_002886809.1, SO:0001217, UniParc:UPI000214692D, UniRef:UniRef100_A0A0F3HSK0, UniRef:UniRef50_A0A8D6U3X0, UniRef:UniRef90_A0A8D6U3X0
